docid	position	length	mention	url	lang	qid	qid_in_refs	freq_bin
ja-6163	1300	3	長野市	http://ja.wikipedia.org/wiki/%E9%95%B7%E9%87%8E%E5%B8%82	ja	Q128849	True	4
ja-6163	1304	3	気象庁	http://ja.wikipedia.org/wiki/%E6%B0%97%E8%B1%A1%E5%BA%81	ja	Q860935	True	4
ja-6163	1368	4	東京大学	http://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E5%A4%A7%E5%AD%A6	ja	Q7842	True	5
ja-6163	1485	2	地殻	http://ja.wikipedia.org/wiki/%E5%9C%B0%E6%AE%BB	ja	Q4232578	True	4
ja-6163	1620	8	阪神・淡路大震災	http://ja.wikipedia.org/wiki/%E9%98%AA%E7%A5%9E%E3%83%BB%E6%B7%A1%E8%B7%AF%E5%A4%A7%E9%9C%87%E7%81%BD	ja	Q11392882	False	4
ja-6167	64	6	日本赤十字社	http://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E8%B5%A4%E5%8D%81%E5%AD%97%E7%A4%BE	ja	Q4538440	True	4
ja-6167	71	6	日本放送協会	http://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E6%94%BE%E9%80%81%E5%8D%94%E4%BC%9A	ja	Q212128	True	5
ja-6167	143	4	郵便振替	http://ja.wikipedia.org/wiki/%E9%83%B5%E4%BE%BF%E6%8C%AF%E6%9B%BF	ja	Q79375	True	3
ja-6167	318	5	テレビ朝日	http://ja.wikipedia.org/wiki/%E3%83%86%E3%83%AC%E3%83%93%E6%9C%9D%E6%97%A5	ja	Q908436	True	5
ja-6167	326	6	ダイヤルQ2	http://ja.wikipedia.org/wiki/%E3%83%80%E3%82%A4%E3%83%A4%E3%83%ABQ2	ja	Q349044	True	3
ja-6167	338	5	ドラえもん	http://ja.wikipedia.org/wiki/%E3%83%89%E3%83%A9%E3%81%88%E3%82%82%E3%82%93	ja	Q235311	True	4
ja-6167	417	4	携帯電話	http://ja.wikipedia.org/wiki/%E6%90%BA%E5%B8%AF%E9%9B%BB%E8%A9%B1	ja	Q17517	True	5
ja-6167	422	3	PHS	http://ja.wikipedia.org/wiki/PHS	ja	Q1718639	True	3
ja-6167	426	4	公衆電話	http://ja.wikipedia.org/wiki/%E5%85%AC%E8%A1%86%E9%9B%BB%E8%A9%B1	ja	Q900977	True	4
ja-6167	515	9	三菱東京UFJ銀行	http://ja.wikipedia.org/wiki/%E4%B8%89%E8%8F%B1%E6%9D%B1%E4%BA%ACUFJ%E9%8A%80%E8%A1%8C	ja	Q988284	True	4
ja-6168	389	5	ジャカルタ	http://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%82%AB%E3%83%AB%E3%82%BF	ja	Q3630	True	5
ja-6171	48	4	栗東市内	http://ja.wikipedia.org/wiki/%E6%A0%97%E6%9D%B1%E5%B8%82	ja	Q857310	True	3
ja-6171	53	6	東海道新幹線	http://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B5%B7%E9%81%93%E6%96%B0%E5%B9%B9%E7%B7%9A	ja	Q660895	True	4
ja-6171	128	3	米原駅	http://ja.wikipedia.org/wiki/%E7%B1%B3%E5%8E%9F%E9%A7%85	ja	Q801158	True	3
ja-6171	132	3	京都駅	http://ja.wikipedia.org/wiki/%E4%BA%AC%E9%83%BD%E9%A7%85	ja	Q801046	True	4
ja-6181	33	5	コロンビア	http://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%AD%E3%83%B3%E3%83%93%E3%82%A2	ja	Q739	True	5
ja-6181	77	12	アルバロ・ウリベ・べレス	http://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%90%E3%83%AD%E3%83%BB%E3%82%A6%E3%83%AA%E3%83%99	ja	Q187413	True	4
ja-6182	48	4	岡田眞澄	http://ja.wikipedia.org/wiki/%E5%B2%A1%E7%94%B0%E7%9C%9E%E6%BE%84	ja	Q326978	True	3
ja-6182	68	3	食道癌	http://ja.wikipedia.org/wiki/%E9%A3%9F%E9%81%93%E7%99%8C	ja	Q372701	True	4
ja-6182	120	4	フランス	http://ja.wikipedia.org/wiki/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B9	ja	Q142	True	5
ja-6182	131	2	日本	http://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC	ja	Q17	True	5
ja-6182	137	11	日劇ミュージックホール	http://ja.wikipedia.org/wiki/%E6%97%A5%E5%8A%87%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%83%E3%82%AF%E3%83%9B%E3%83%BC%E3%83%AB	ja	Q11504972	False	2
ja-6182	228	4	リンパ節	http://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%B3%E3%83%91%E7%AF%80	ja	Q170758	True	4
ja-6182	233	2	転移	http://ja.wikipedia.org/wiki/%E8%BB%A2%E7%A7%BB_(%E5%8C%BB%E5%AD%A6)	ja	Q181876	True	4
ja-6182	274	8	E・H・エリック	http://ja.wikipedia.org/wiki/E%E3%83%BBH%E3%83%BB%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF	ja	Q11198609	False	2
ja-6183	65	4	米原万里	http://ja.wikipedia.org/wiki/%E7%B1%B3%E5%8E%9F%E4%B8%87%E9%87%8C	ja	Q430795	True	2
ja-6183	86	3	卵巣癌	http://ja.wikipedia.org/wiki/%E5%8D%B5%E5%B7%A3%E7%99%8C	ja	Q172341	True	4
ja-6183	93	3	鎌倉市	http://ja.wikipedia.org/wiki/%E9%8E%8C%E5%80%89%E5%B8%82	ja	Q200267	True	4
ja-6183	182	3	チェコ	http://ja.wikipedia.org/wiki/%E3%83%81%E3%82%A7%E3%82%B3	ja	Q213	True	5
ja-6183	189	8	チェコスロバキア	http://ja.wikipedia.org/wiki/%E3%83%81%E3%82%A7%E3%82%B3%E3%82%B9%E3%83%AD%E3%83%90%E3%82%AD%E3%82%A2	ja	Q33946	True	5
ja-6183	199	3	プラハ	http://ja.wikipedia.org/wiki/%E3%83%97%E3%83%A9%E3%83%8F	ja	Q1085	True	5
ja-6183	292	5	読売文学賞	http://ja.wikipedia.org/wiki/%E8%AA%AD%E5%A3%B2%E6%96%87%E5%AD%A6%E8%B3%9E	ja	Q957043	True	4
ja-6183	335	5	井上ひさし	http://ja.wikipedia.org/wiki/%E4%BA%95%E4%B8%8A%E3%81%B2%E3%81%95%E3%81%97	ja	Q12903	True	3
ja-6232	62	5	大和高田市	http://ja.wikipedia.org/wiki/%E5%A4%A7%E5%92%8C%E9%AB%98%E7%94%B0%E5%B8%82	ja	Q838669	True	3
ja-6232	68	2	JR	http://ja.wikipedia.org/wiki/%E8%A5%BF%E6%97%A5%E6%9C%AC%E6%97%85%E5%AE%A2%E9%89%84%E9%81%93	ja	Q502125	True	5
ja-6232	70	4	和歌山線	http://ja.wikipedia.org/wiki/%E5%92%8C%E6%AD%8C%E5%B1%B1%E7%B7%9A	ja	Q511543	True	3
ja-6232	75	3	高田駅	http://ja.wikipedia.org/wiki/%E9%AB%98%E7%94%B0%E9%A7%85_(%E5%A5%88%E8%89%AF%E7%9C%8C)	ja	Q3615865	True	3
ja-6232	233	4	ミツバチ	http://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%84%E3%83%90%E3%83%81	ja	Q102857	True	4
ja-6238	97	3	金大中	http://ja.wikipedia.org/wiki/%E9%87%91%E5%A4%A7%E4%B8%AD	ja	Q45785	True	4
ja-6238	111	2	平壌	http://ja.wikipedia.org/wiki/%E5%B9%B3%E5%A3%8C	ja	Q18808	True	5
ja-6238	332	3	高血圧	http://ja.wikipedia.org/wiki/%E9%AB%98%E8%A1%80%E5%9C%A7	ja	Q41861	True	5
ja-6238	336	4	人工透析	http://ja.wikipedia.org/wiki/%E4%BA%BA%E5%B7%A5%E9%80%8F%E6%9E%90	ja	Q202301	True	4
ja-6238	544	3	金正日	http://ja.wikipedia.org/wiki/%E9%87%91%E6%AD%A3%E6%97%A5	ja	Q10665	True	4
ja-6239	65	14	サンフランシスコジャイアンツ	http://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%B3%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B7%E3%82%B9%E3%82%B3%E3%83%BB%E3%82%B8%E3%83%A3%E3%82%A4%E3%82%A2%E3%83%B3%E3%83%84	ja	Q308966	True	5
ja-6239	80	7	バリー・ボンズ	http://ja.wikipedia.org/wiki/%E3%83%90%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%9C%E3%83%B3%E3%82%BA	ja	Q314712	True	4
ja-6239	105	8	サンフランシスコ	http://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%B3%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B7%E3%82%B9%E3%82%B3	ja	Q62	True	5
ja-6239	118	9	コロラドロッキーズ	http://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%AD%E3%83%A9%E3%83%89%E3%83%BB%E3%83%AD%E3%83%83%E3%82%AD%E3%83%BC%E3%82%BA	ja	Q388858	True	4
ja-6239	149	7	ベーブ・ルース	http://ja.wikipedia.org/wiki/%E3%83%99%E3%83%BC%E3%83%96%E3%83%BB%E3%83%AB%E3%83%BC%E3%82%B9	ja	Q213812	True	4
ja-6239	246	3	金炳賢	http://ja.wikipedia.org/wiki/%E9%87%91%E7%82%B3%E8%B3%A2	ja	Q489302	True	3
ja-6239	291	8	ハンク・アーロン	http://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%B3%E3%82%AF%E3%83%BB%E3%82%A2%E3%83%BC%E3%83%AD%E3%83%B3	ja	Q215777	True	4
ja-6240	37	2	チリ	http://ja.wikipedia.org/wiki/%E3%83%81%E3%83%AA	ja	Q298	True	5
ja-6240	95	6	サンティアゴ	http://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%B3%E3%83%86%E3%82%A3%E3%82%A2%E3%82%B4_(%E3%83%81%E3%83%AA)	ja	Q2887	True	5
ja-6240	239	9	ミシェル・バチェレ	http://ja.wikipedia.org/wiki/%E3%83%9F%E3%82%B7%E3%82%A7%E3%83%AB%E3%83%BB%E3%83%90%E3%83%81%E3%82%A7%E3%83%AC	ja	Q320	True	4
ja-6246	104	5	コロンビア	http://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%AD%E3%83%B3%E3%83%93%E3%82%A2	ja	Q739	True	5
ja-6289	31	3	日本国	http://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC	ja	Q17	True	5
ja-6289	35	2	映画	http://ja.wikipedia.org/wiki/%E6%98%A0%E7%94%BB	ja	Q11424	True	5
ja-6289	37	2	監督	http://ja.wikipedia.org/wiki/%E7%9B%A3%E7%9D%A3	ja	Q15179243	False	4
ja-6289	42	4	今村昌平	http://ja.wikipedia.org/wiki/%E4%BB%8A%E6%9D%91%E6%98%8C%E5%B9%B3	ja	Q309950	True	4
ja-6289	100	3	黒澤明	http://ja.wikipedia.org/wiki/%E9%BB%92%E6%BE%A4%E6%98%8E	ja	Q8006	True	4
ja-6289	132	2	松竹	http://ja.wikipedia.org/wiki/%E6%9D%BE%E7%AB%B9	ja	Q122549	True	4
ja-6289	135	5	小津安二郎	http://ja.wikipedia.org/wiki/%E5%B0%8F%E6%B4%A5%E5%AE%89%E4%BA%8C%E9%83%8E	ja	Q55402	True	4
ja-6289	159	2	日活	http://ja.wikipedia.org/wiki/%E6%97%A5%E6%B4%BB	ja	Q201487	True	4
ja-6289	179	7	ブルーリボン賞	http://ja.wikipedia.org/wiki/%E3%83%96%E3%83%AB%E3%83%BC%E3%83%AA%E3%83%9C%E3%83%B3%E8%B3%9E_(%E6%98%A0%E7%94%BB)	ja	Q1186171	True	4
ja-6289	196	4	フランス	http://ja.wikipedia.org/wiki/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B9	ja	Q142	True	5
ja-6289	213	6	カンヌ映画祭	http://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%B3%E3%83%8C%E5%9B%BD%E9%9A%9B%E6%98%A0%E7%94%BB%E7%A5%AD	ja	Q42369	True	5
ja-6289	226	6	パルムドール	http://ja.wikipedia.org/wiki/%E3%83%91%E3%83%AB%E3%83%A0%E3%83%BB%E3%83%89%E3%83%BC%E3%83%AB	ja	Q179808	True	5
ja-6289	318	2	がん	http://ja.wikipedia.org/wiki/%E7%99%8C	ja	Q12078	True	5
ja-6293	160	2	日本	http://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC	ja	Q17	True	5
ja-6293	188	5	額賀福志郎	http://ja.wikipedia.org/wiki/%E9%A1%8D%E8%B3%80%E7%A6%8F%E5%BF%97%E9%83%8E	ja	Q1207174	True	3
ja-6293	421	9	アメリカ地質調査所	http://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E5%9C%B0%E8%B3%AA%E8%AA%BF%E6%9F%BB%E6%89%80	ja	Q193755	True	5
ja-6294	45	5	道路交通法	http://ja.wikipedia.org/wiki/%E9%81%93%E8%B7%AF%E4%BA%A4%E9%80%9A%E6%B3%95	ja	Q11641816	False	3
ja-6294	97	3	警察庁	http://ja.wikipedia.org/wiki/%E8%AD%A6%E5%AF%9F%E5%BA%81	ja	Q154200	True	4
ja-6294	209	3	警視庁	http://ja.wikipedia.org/wiki/%E8%AD%A6%E8%A6%96%E5%BA%81	ja	Q1312559	True	4
ja-6294	252	5	神奈川県警	http://ja.wikipedia.org/wiki/%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E8%AD%A6%E5%AF%9F	ja	Q11589230	False	3
ja-6295	49	4	阪急電鉄	http://ja.wikipedia.org/wiki/%E9%98%AA%E6%80%A5%E9%9B%BB%E9%89%84	ja	Q473058	True	4
ja-6295	54	6	持ち株親会社	http://ja.wikipedia.org/wiki/%E6%8C%81%E6%A0%AA%E4%BC%9A%E7%A4%BE	ja	Q219577	True	4
ja-6295	80	4	阪神電鉄	http://ja.wikipedia.org/wiki/%E9%98%AA%E7%A5%9E%E9%9B%BB%E6%B0%97%E9%89%84%E9%81%93	ja	Q1140781	True	4
ja-6295	85	1	株	http://ja.wikipedia.org/wiki/%E6%A0%AA%E5%BC%8F	ja	Q11692	True	5
ja-6295	443	4	村上世彰	http://ja.wikipedia.org/wiki/%E6%9D%91%E4%B8%8A%E4%B8%96%E5%BD%B0	ja	Q8055978	True	2
ja-6295	452	8	インサイダー取引	http://ja.wikipedia.org/wiki/%E5%86%85%E9%83%A8%E8%80%85%E5%8F%96%E5%BC%95	ja	Q854623	True	4
ja-6299	36	5	2005年	http://ja.wikipedia.org/wiki/2005%E5%B9%B4	ja	Q2019	True	0
ja-6299	42	2	日本	http://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC	ja	Q17	True	5
ja-6299	45	7	合計特殊出生率	http://ja.wikipedia.org/wiki/%E5%90%88%E8%A8%88%E7%89%B9%E6%AE%8A%E5%87%BA%E7%94%9F%E7%8E%87	ja	Q285897	True	4
ja-6299	76	5	厚生労働省	http://ja.wikipedia.org/wiki/%E5%8E%9A%E7%94%9F%E5%8A%B4%E5%83%8D%E7%9C%81	ja	Q1191238	True	4
ja-6299	187	2	年金	http://ja.wikipedia.org/wiki/%E5%B9%B4%E9%87%91	ja	Q156223	True	5
ja-6299	225	3	東京都	http://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E9%83%BD	ja	Q1490	True	5
ja-6299	255	3	沖縄県	http://ja.wikipedia.org/wiki/%E6%B2%96%E7%B8%84%E7%9C%8C	ja	Q766445	True	5
ja-6299	384	3	心疾患	http://ja.wikipedia.org/wiki/%E5%BF%83%E8%87%93%E7%97%85	ja	Q190805	True	4
ja-6299	388	2	肺炎	http://ja.wikipedia.org/wiki/%E8%82%BA%E7%82%8E	ja	Q12192	True	5
ja-6299	431	2	自殺	http://ja.wikipedia.org/wiki/%E8%87%AA%E6%AE%BA	ja	Q10737	True	5
ja-6306	71	4	国際連合	http://ja.wikipedia.org/wiki/%E5%9B%BD%E9%9A%9B%E9%80%A3%E5%90%88	ja	Q1065	True	5
ja-6306	75	3	エイズ	http://ja.wikipedia.org/wiki/%E5%BE%8C%E5%A4%A9%E6%80%A7%E5%85%8D%E7%96%AB%E4%B8%8D%E5%85%A8%E7%97%87%E5%80%99%E7%BE%A4	ja	Q12199	True	5
ja-6306	87	8	ローラ・ブッシュ	http://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BB%E3%83%96%E3%83%83%E3%82%B7%E3%83%A5	ja	Q152019	True	4
ja-6306	374	5	カメルーン	http://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%A1%E3%83%AB%E3%83%BC%E3%83%B3	ja	Q1009	True	5
ja-6306	380	6	チンパンジー	http://ja.wikipedia.org/wiki/%E3%83%81%E3%83%B3%E3%83%91%E3%83%B3%E3%82%B8%E3%83%BC	ja	Q4126704	True	4
ja-6306	570	4	母子感染	http://ja.wikipedia.org/wiki/%E4%BC%9D%E6%9F%93%E7%97%85	ja	Q44512	True	5
ja-6311	59	4	村上世彰	http://ja.wikipedia.org/wiki/%E6%9D%91%E4%B8%8A%E4%B8%96%E5%BD%B0	ja	Q8055978	True	2
ja-6311	65	4	阪神電鉄	http://ja.wikipedia.org/wiki/%E9%98%AA%E7%A5%9E%E9%9B%BB%E6%B0%97%E9%89%84%E9%81%93	ja	Q1140781	True	4
ja-6311	161	6	ニッポン放送	http://ja.wikipedia.org/wiki/%E3%83%8B%E3%83%83%E3%83%9D%E3%83%B3%E6%94%BE%E9%80%81	ja	Q909032	True	4
ja-6311	191	2	東京	http://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E9%83%BD	ja	Q1490	True	5
ja-6311	193	5	地方検察庁	http://ja.wikipedia.org/wiki/%E5%9C%B0%E6%96%B9%E6%A4%9C%E5%AF%9F%E5%BA%81	ja	Q11424384	False	3
ja-6311	269	2	日本	http://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC	ja	Q17	True	5
