docid	position	length	mention	url	lang	qid	qid_in_refs	freq_bin
ar-38596	493	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38596	606	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-37967	1398	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-37986	2194	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-37998	191	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38006	718	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38015	2637	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38015	2713	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38064	5385	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38067	1629	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38076	2751	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38090	390	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38090	1869	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38096	2471	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38099	1589	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38106	241	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38120	1364	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38126	142	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38126	2967	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-38126	3020	6	يوتيوب	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8	ar	Q866	True	5
ar-11589	233	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11589	405	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11589	1298	8	اللاذقية	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D8%A7%D8%B0%D9%82%D9%8A%D8%A9	ar	Q200030	True	4
ar-11589	1464	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11589	1746	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11589	1802	15	الثورات العربية	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9	ar	Q33761	True	4
ar-11589	1828	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11589	2366	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11589	2391	4	تونس	http://ar.wikipedia.org/wiki/%D8%AA%D9%88%D9%86%D8%B3	ar	Q948	True	5
ar-11589	2444	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11589	2553	15	الثورات العربية	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9	ar	Q33761	True	4
ar-11589	2779	15	الثورة التونسية	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A9_%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A%D8%A9	ar	Q46959	True	4
ar-11589	2833	13	ثورة 25 يناير	http://ar.wikipedia.org/wiki/%D8%AB%D9%88%D8%B1%D8%A9_25_%D9%8A%D9%86%D8%A7%D9%8A%D8%B1	ar	Q29198	True	4
ar-11589	3135	15	الثورة التونسية	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A9_%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A%D8%A9	ar	Q46959	True	4
ar-11589	3158	13	ثورة 25 يناير	http://ar.wikipedia.org/wiki/%D8%AB%D9%88%D8%B1%D8%A9_25_%D9%8A%D9%86%D8%A7%D9%8A%D8%B1	ar	Q29198	True	4
ar-11589	3207	19	ثورة الشباب اليمنية	http://ar.wikipedia.org/wiki/%D8%AB%D9%88%D8%B1%D8%A9_%D8%A7%D9%84%D8%B4%D8%A8%D8%A7%D8%A8_%D8%A7%D9%84%D9%8A%D9%85%D9%86%D9%8A%D8%A9	ar	Q210005	True	3
ar-11589	3465	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11589	3481	4	حماة	http://ar.wikipedia.org/wiki/%D8%AD%D9%85%D8%A7%D8%A9	ar	Q173545	True	4
ar-11589	3487	8	اللاذقية	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D8%A7%D8%B0%D9%82%D9%8A%D8%A9	ar	Q200030	True	4
ar-11589	3497	3	حمص	http://ar.wikipedia.org/wiki/%D8%AD%D9%85%D8%B5	ar	Q131301	True	4
ar-11589	3750	10	ماهر الأسد	http://ar.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%D8%B1_%D8%A7%D9%84%D8%A3%D8%B3%D8%AF	ar	Q447173	True	3
ar-11589	3890	10	ماهر الأسد	http://ar.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%D8%B1_%D8%A7%D9%84%D8%A3%D8%B3%D8%AF	ar	Q447173	True	3
ar-11589	4004	4	2005	http://ar.wikipedia.org/wiki/2005	ar	Q2019	True	0
ar-11590	340	16	الاتحاد الأوروبي	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A	ar	Q458	True	5
ar-11590	470	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11590	707	9	دير الزور	http://ar.wikipedia.org/wiki/%D8%AF%D9%8A%D8%B1_%D8%A7%D9%84%D8%B2%D9%88%D8%B1	ar	Q239097	True	4
ar-11590	828	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11590	1233	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11590	1545	8	الإنترنت	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA	ar	Q75	True	5
ar-11591	173	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11591	322	17	مجلس حقوق الإنسان	http://ar.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%AD%D9%82%D9%88%D9%82_%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86	ar	Q205650	True	4
ar-11591	422	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11591	600	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11591	609	7	15 مارس	http://ar.wikipedia.org/wiki/15_%D9%85%D8%A7%D8%B1%D8%B3	ar	Q2403	True	5
ar-11591	695	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11591	1675	8	الإنترنت	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA	ar	Q75	True	5
ar-11591	1687	5	قدسيا	http://ar.wikipedia.org/wiki/%D9%82%D8%AF%D8%B3%D9%8A%D8%A7	ar	Q4118337	True	2
ar-11591	1702	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11591	2818	16	مراسلون بلا حدود	http://ar.wikipedia.org/wiki/%D9%85%D8%B1%D8%A7%D8%B3%D9%84%D9%88%D9%86_%D8%A8%D9%84%D8%A7_%D8%AD%D8%AF%D9%88%D8%AF	ar	Q154330	True	4
ar-11591	2941	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11591	3538	16	الاتحاد الأوروبي	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A	ar	Q458	True	5
ar-11591	3578	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11591	3953	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11591	4009	16	الاتحاد الأوروبي	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A	ar	Q458	True	5
ar-11591	4043	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11592	234	6	بانياس	http://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%D9%8A%D8%A7%D8%B3	ar	Q263922	True	3
ar-11592	478	10	جامعة دمشق	http://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%AF%D9%85%D8%B4%D9%82	ar	Q1351317	True	4
ar-11592	534	10	جامعة دمشق	http://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%AF%D9%85%D8%B4%D9%82	ar	Q1351317	True	4
ar-11592	600	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11592	1213	6	بانياس	http://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%D9%8A%D8%A7%D8%B3	ar	Q263922	True	3
ar-11592	1517	10	إعلان دمشق	http://ar.wikipedia.org/wiki/%D8%A5%D8%B9%D9%84%D8%A7%D9%86_%D8%AF%D9%85%D8%B4%D9%82	ar	Q3042673	True	2
ar-11592	1563	19	جامعة الدول العربية	http://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%A7%D9%84%D8%AF%D9%88%D9%84_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9	ar	Q7172	True	4
ar-11592	1583	9	عمرو موسى	http://ar.wikipedia.org/wiki/%D8%B9%D9%85%D8%B1%D9%88_%D9%85%D9%88%D8%B3%D9%89	ar	Q381113	True	3
ar-11592	1779	10	حافظ الأسد	http://ar.wikipedia.org/wiki/%D8%AD%D8%A7%D9%81%D8%B8_%D8%A7%D9%84%D8%A3%D8%B3%D8%AF	ar	Q118725	True	4
ar-11592	2000	10	إعلان دمشق	http://ar.wikipedia.org/wiki/%D8%A5%D8%B9%D9%84%D8%A7%D9%86_%D8%AF%D9%85%D8%B4%D9%82	ar	Q3042673	True	2
ar-11592	2342	4	2005	http://ar.wikipedia.org/wiki/2005	ar	Q2019	True	0
ar-11592	2930	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11595	183	11	وليد المعلم	http://ar.wikipedia.org/wiki/%D9%88%D9%84%D9%8A%D8%AF_%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%85	ar	Q1334803	True	3
ar-11595	215	6	تلبيسة	http://ar.wikipedia.org/wiki/%D8%AA%D9%84%D8%A8%D9%8A%D8%B3%D8%A9	ar	Q3458895	True	2
ar-11595	848	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11595	906	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11595	935	5	لبنان	http://ar.wikipedia.org/wiki/%D9%84%D8%A8%D9%86%D8%A7%D9%86	ar	Q822	True	5
ar-11595	959	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11595	1686	6	واشنطن	http://ar.wikipedia.org/wiki/%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86	ar	Q25301	True	4
ar-11595	1700	16	الولايات المتحدة	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9	ar	Q30	True	5
ar-11595	1747	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11595	1890	11	واشنطن بوست	http://ar.wikipedia.org/wiki/%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86_%D8%A8%D9%88%D8%B3%D8%AA	ar	Q166032	True	5
ar-11595	1938	8	ويكيليكس	http://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D9%84%D9%8A%D9%83%D8%B3	ar	Q359	True	4
ar-11595	1951	8	الإنترنت	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA	ar	Q75	True	5
ar-11595	2067	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11595	2586	13	يوسف القرضاوي	http://ar.wikipedia.org/wiki/%D9%8A%D9%88%D8%B3%D9%81_%D8%A7%D9%84%D9%82%D8%B1%D8%B6%D8%A7%D9%88%D9%8A	ar	Q64129	True	3
ar-11596	140	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11596	963	15	رجب طيب أردوغان	http://ar.wikipedia.org/wiki/%D8%B1%D8%AC%D8%A8_%D8%B7%D9%8A%D8%A8_%D8%A3%D8%B1%D8%AF%D9%88%D8%BA%D8%A7%D9%86	ar	Q39259	True	4
ar-11596	1047	10	مجزرة حماة	http://ar.wikipedia.org/wiki/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9_%D8%AD%D9%85%D8%A7%D8%A9	ar	Q730878	True	3
ar-11596	1062	4	1982	http://ar.wikipedia.org/wiki/1982	ar	Q2436	True	0
ar-11596	1169	10	مجزرة حماة	http://ar.wikipedia.org/wiki/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9_%D8%AD%D9%85%D8%A7%D8%A9	ar	Q730878	True	3
ar-11596	1358	5	تركيا	http://ar.wikipedia.org/wiki/%D8%AA%D8%B1%D9%83%D9%8A%D8%A7	ar	Q43	True	5
ar-11596	1388	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11596	1686	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11596	2569	16	الاتحاد الأوروبي	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A	ar	Q458	True	5
ar-11596	3408	8	الإنترنت	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA	ar	Q75	True	5
ar-11596	3440	6	الرستن	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B1%D8%B3%D8%AA%D9%86	ar	Q1867822	True	3
ar-11596	4038	8	الزبداني	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B2%D8%A8%D8%AF%D8%A7%D9%86%D9%8A	ar	Q374768	True	3
ar-11596	4048	5	الرقة	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B1%D9%82%D8%A9	ar	Q283368	True	4
ar-11596	4231	8	الزبداني	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B2%D8%A8%D8%AF%D8%A7%D9%86%D9%8A	ar	Q374768	True	3
ar-11596	4428	12	قناة الجزيرة	http://ar.wikipedia.org/wiki/%D9%82%D9%86%D8%A7%D8%A9_%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9	ar	Q13477	True	4
ar-11596	4520	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11596	6057	8	محمد حبش	http://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D8%A8%D8%B4	ar	Q3318564	True	1
ar-11596	6660	11	الشيخ مسكين	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B4%D9%8A%D8%AE_%D9%85%D8%B3%D9%83%D9%8A%D9%86	ar	Q4703238	True	2
ar-11597	116	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11597	360	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11597	533	19	الغاز المسيل للدموع	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%BA%D8%A7%D8%B2_%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D9%84_%D9%84%D9%84%D8%AF%D9%85%D9%88%D8%B9	ar	Q190512	True	4
ar-11597	582	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11597	601	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11597	608	4	جاسم	http://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%B3%D9%85	ar	Q4116040	True	3
ar-11597	667	4	جاسم	http://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%B3%D9%85	ar	Q4116040	True	3
ar-11597	690	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11597	810	27	المرصد السوري لحقوق الإنسان	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B1%D8%B5%D8%AF_%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A_%D9%84%D8%AD%D9%82%D9%88%D9%82_%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86	ar	Q1597028	True	4
ar-11597	1041	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11597	1099	6	بانياس	http://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%D9%8A%D8%A7%D8%B3	ar	Q263922	True	3
ar-11597	1123	5	طرطوس	http://ar.wikipedia.org/wiki/%D8%B7%D8%B1%D8%B7%D9%88%D8%B3	ar	Q174916	True	4
ar-11597	1188	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11597	1250	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11597	1423	4	دوما	http://ar.wikipedia.org/wiki/%D8%AF%D9%88%D9%85%D8%A7	ar	Q236512	True	3
ar-11597	1438	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11598	212	4	درعا	http://ar.wikipedia.org/wiki/%D8%AF%D8%B1%D8%B9%D8%A7	ar	Q238217	True	4
ar-11598	218	4	دوما	http://ar.wikipedia.org/wiki/%D8%AF%D9%88%D9%85%D8%A7	ar	Q236512	True	3
ar-11598	224	8	المعضمية	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B9%D8%B6%D9%85%D9%8A%D8%A9	ar	Q12244243	False	1
ar-11598	234	4	جبلة	http://ar.wikipedia.org/wiki/%D8%AC%D8%A8%D9%84%D8%A9	ar	Q12204937	False	3
ar-11598	734	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11598	865	6	الأردن	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86	ar	Q810	True	5
ar-11598	1997	12	البيت الأبيض	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A8%D9%8A%D8%AA_%D8%A7%D9%84%D8%A3%D8%A8%D9%8A%D8%B6	ar	Q35525	True	5
ar-11598	2026	12	باراك أوباما	http://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B1%D8%A7%D9%83_%D8%A3%D9%88%D8%A8%D8%A7%D9%85%D8%A7	ar	Q76	True	5
ar-11598	2825	10	ماهر الأسد	http://ar.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%D8%B1_%D8%A7%D9%84%D8%A3%D8%B3%D8%AF	ar	Q447173	True	3
ar-11598	2870	16	الولايات المتحدة	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9	ar	Q30	True	5
ar-11598	3015	16	الولايات المتحدة	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9	ar	Q30	True	5
ar-11598	3284	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11598	3322	16	الولايات المتحدة	http://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9	ar	Q30	True	5
ar-11598	3358	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11598	3455	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11598	3556	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11598	3659	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11598	3785	5	سوريا	http://ar.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D8%A7	ar	Q858	True	5
ar-11598	3809	4	دمشق	http://ar.wikipedia.org/wiki/%D8%AF%D9%85%D8%B4%D9%82	ar	Q3766	True	5
ar-11598	4151	6	واشنطن	http://ar.wikipedia.org/wiki/%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86	ar	Q25301	True	4
