docid	title	curid	revid	url	text_md5
tr-23	Asıf Ali Serdari: Ladin'i yakaladık ABD serbest bıraktı	23	20315	https://tr.wikinews.org/wiki?curid=23	f60fadf3eac9cad2372490fe991312f9
tr-24	Atilla Olgaç'ın komutanı Yalçın Küçük çıktı	24	8840	https://tr.wikinews.org/wiki?curid=24	170760430e79606e62284b61186dfdbc
tr-25	Avrupa Parlamentosu seçimleri yapıldı	25	8841	https://tr.wikinews.org/wiki?curid=25	1aa5fbd767694fd6b141232180cf2cd0
tr-26	Aykut Kocaman: Son 5-6 dakikada saçmaladık	26	8842	https://tr.wikinews.org/wiki?curid=26	e99cb1c99923fc1ac0c34c53c4ccc62f
tr-27	Bakü'deki Petrol Akademisi'ne saldırı	27	8843	https://tr.wikinews.org/wiki?curid=27	5424fc7fbc6c1d11f88b0c7f1b2cfaf6
tr-29	Bedrettin Dalan'a ait arazide çok sayıda silah ve mühimmat bulundu	29	8845	https://tr.wikinews.org/wiki?curid=29	116d9926355c078c5e676f161ffcaaa6
tr-30	Beko Basketbol Ligi 2008-2009 sezonunda şampiyon Efes Pilsen	30	8846	https://tr.wikinews.org/wiki?curid=30	1e951069e935333b6eb294ad4bc279f9
tr-31	Bostancı'da çatışma	31	8848	https://tr.wikinews.org/wiki?curid=31	f4c14b0ac175673d959979d40476690e
tr-32	California'da yangın	32	8850	https://tr.wikinews.org/wiki?curid=32	1af74e4d89e50e8c871e0aef4059689b
tr-33	Cannes Film Festivali sona erdi	33	8851	https://tr.wikinews.org/wiki?curid=33	a7db726c12c10006b81f5539a8ae8945
tr-34	Cindoruk, Demokrat Parti'nin yeni lideri oldu	34	26416	https://tr.wikinews.org/wiki?curid=34	8ea4565d12f76c0a17bb7971b5fc15ad
tr-35	DSP'nin kurucusu Rahşan Ecevit, partisinden ayrıldı	35	26417	https://tr.wikinews.org/wiki?curid=35	5eeb8679a72ac4ab761c03f4eb3fe3b2
tr-36	Türkiye'den Dailymotion'a erişim yasaklandı	36	9007	https://tr.wikinews.org/wiki?curid=36	f12f5d9df3d9bedc8631087cef31125a
tr-37	Dilara Darabi idam edildi	37	71683	https://tr.wikinews.org/wiki?curid=37	a0f99bbfdef916ce0f282a8eb66e342a
tr-38	Diyarbakır'da terör saldırısı	38	8855	https://tr.wikinews.org/wiki?curid=38	bdac8d06aa08d08919cda1add87520de
tr-39	Domuz gribi Türkiye'de	39	8856	https://tr.wikinews.org/wiki?curid=39	82f89b80064e8e6b0fc3febb2434b0f3
tr-40	Domuz gribi yayılıyor	40	8857	https://tr.wikinews.org/wiki?curid=40	89582eb4e1f080e33d18bcb789356bdb
tr-41	Domuz gribinde alarm seviyesi 5'e çıktı	41	8858	https://tr.wikinews.org/wiki?curid=41	fc4478111db87d0a8a5c853970771c91
tr-42	Domuz gribinde alarm seviyesi 6'ya çıktı	42	8859	https://tr.wikinews.org/wiki?curid=42	d8fa7e637b6e0eeccfbbb0782032a496
tr-43	Domuz gribinde vaka sayısı 10.000'i geçti	43	8860	https://tr.wikinews.org/wiki?curid=43	181acd3a3f396fd1bad0dffe78f4f2de
tr-44	Domuz gribinde vaka sayısı 40.000'i geçti	44	8861	https://tr.wikinews.org/wiki?curid=44	abb4cca9d71fbae873fe4892b9cd2d92
tr-45	Dursun Çiçek önce tutuklandı sonra tahliye edildi	45	12333	https://tr.wikinews.org/wiki?curid=45	87a630e74179ee5c839d5c712a4a8c7f
tr-46	DİSİ birinci oldu	46	8865	https://tr.wikinews.org/wiki?curid=46	451e0ad5c48457a121367591564765de
tr-47	Endonezya'da uçak kazası	47	8866	https://tr.wikinews.org/wiki?curid=47	8725a9f1964b14c3de1ee2ffa86dcbff
tr-48	Erdoğan, Azerbaycan'a gidiyor	48	26423	https://tr.wikinews.org/wiki?curid=48	89620fc12026d83313534bf1cb5b4621
tr-49	Erdoğan, Yunanistan'a gidiyor	49	26425	https://tr.wikinews.org/wiki?curid=49	87accefce44c88d0bb8b33841a2a3ad9
tr-50	Erdoğan Bakü'de	50	26420	https://tr.wikinews.org/wiki?curid=50	0ccd935902f922499fdaff21e471b1c6
tr-51	Eruh'ta çatışma	51	8870	https://tr.wikinews.org/wiki?curid=51	042a64a99a041fa3f7577bd28feac043
tr-52	Eskişehirspor 44 yaşında	52	8871	https://tr.wikinews.org/wiki?curid=52	1c6e8c9bc1e6b14809faea5357865d93
tr-53	Eurovision'da birinci yarı final sonuçlandı	53	14236	https://tr.wikinews.org/wiki?curid=53	5ecf231a6ef68146a01becf721ecb18a
tr-54	Facebook'a İran yasağı	54	8873	https://tr.wikinews.org/wiki?curid=54	588be595c3f574f2a787dff4051728f0
tr-55	Galatasaray, Şampiyonlar Ligi şampiyonu oldu	55	8874	https://tr.wikinews.org/wiki?curid=55	56b0df4b499bf8ac6ee42c123e315fbf
tr-56	Gül, Erbakan'ın cezasını affetti	56	8875	https://tr.wikinews.org/wiki?curid=56	1990bfa374dcc75e6191673c3253cf7a
tr-57	Gürcistan'da darbe girişimi	57	8876	https://tr.wikinews.org/wiki?curid=57	8cc91e0a54087fa172308879485b169d
tr-58	Hacettepe Galatasaray'ı mağlup etti	58	8877	https://tr.wikinews.org/wiki?curid=58	4d9538b123fd7bab211499125241b974
tr-59	Hakkari'de mayınlı saldırı	59	8878	https://tr.wikinews.org/wiki?curid=59	23fa0963c7be11988011be357b60626c
tr-60	Hamile kıza 3 gün tecavüz edildi	60	8452	https://tr.wikinews.org/wiki?curid=60	21ad07b4ffd455fb7a81faef936cfad2
tr-61	Hikmet Sami Türk'e saldırı girişimi	61	70750	https://tr.wikinews.org/wiki?curid=61	0a2ddae2ecd2b741d0fef851919136b2
tr-62	Hindistan'da bir havai fişek fabrikası yandı	62	8882	https://tr.wikinews.org/wiki?curid=62	c1d889f3f1144d445b3453a0f9567809
tr-63	Hint Okyanusu'nda uçak kazası	63	71689	https://tr.wikinews.org/wiki?curid=63	7a0a66e7fae14e4f4cb1a3b1fde6dfcb
tr-64	Honduras'ta askerî darbe	64	73312	https://tr.wikinews.org/wiki?curid=64	fd4de89053d1200f7be96578865dd558
tr-65	Horst Köhler, Almanya Cumhurbaşkanlığı'na ikinci defa seçildi	65	14382	https://tr.wikinews.org/wiki?curid=65	ada26aafc71be02b2f9074e4882123a1
tr-66	Hüsamettin Cindoruk siyasete geri döndü	66	26429	https://tr.wikinews.org/wiki?curid=66	a8b982e82c3fdff3db5e0342f1e878bc
tr-67	Hızlı tren yolcu sayısını artırdı	67	8889	https://tr.wikinews.org/wiki?curid=67	2cdd437f02733bde630b5aa7328bfa26
tr-68	Irak'ta bomba patladı: 51 ölü	68	8893	https://tr.wikinews.org/wiki?curid=68	967a3de193604c381122aed3c0fed30d
tr-69	Irak'ta şiddet durulmuyor	69	8895	https://tr.wikinews.org/wiki?curid=69	663a8997e5e490ef1afcdc76c2676c23
tr-70	KKTC'de 10. genel seçimler yapıldı	70	8899	https://tr.wikinews.org/wiki?curid=70	a75d8a241ca620016d3ea780dc9cfe13
tr-71	Katar Ticaret Bakanı hayatını kaybetti	71	8898	https://tr.wikinews.org/wiki?curid=71	cd3f2ef9145f5f12b956b53d462edc30
tr-72	Kuzey Kore'den nükleer deneme	72	10825	https://tr.wikinews.org/wiki?curid=72	322b67f0eab449a7e91680df682d89f5
tr-73	Kuzey Kore'den yeni bir füze denemesi	73	10824	https://tr.wikinews.org/wiki?curid=73	70c00e8ea85d15bc0c643badc56a6fb7
tr-74	Kuşadası'nda bankaya saldırı	74	8905	https://tr.wikinews.org/wiki?curid=74	503d39eae6f11ac7b38f339eea722baa
tr-75	La Liga'da gol düellosu	75	8907	https://tr.wikinews.org/wiki?curid=75	2f4de34c8e92abd6ba55ac45e4197b5a
tr-76	Mahmut Özgener trafik kazası geçirdi	76	8913	https://tr.wikinews.org/wiki?curid=76	2496540061ec23685536172aa4970ff5
tr-77	Malatya'da Atatürk büstünü kıran ineğe soruşturma açıldı	77	25463	https://tr.wikinews.org/wiki?curid=77	28e5cc43816543c4b3cb56290798c445
tr-78	Mardin'de düğüne silahlı saldırı	78	8916	https://tr.wikinews.org/wiki?curid=78	0fd22a43fb0eb4ac2e87fdb032e0c347
tr-79	Mehmet Ali Talat İstanbul'da	79	8918	https://tr.wikinews.org/wiki?curid=79	2058636f151280daee22cee2cb4986a2
tr-80	Mehmet Topuz Fenerbahçe'de	80	8921	https://tr.wikinews.org/wiki?curid=80	879b033437fe162ab2ed13517267d4cd
tr-81	Mersin'de araçta patlama	81	8923	https://tr.wikinews.org/wiki?curid=81	39e2dac7160f9909842810b3247fd7e9
tr-82	Michael Jackson hayatını kaybetti	82	8925	https://tr.wikinews.org/wiki?curid=82	f93d7eae3feb00eb320f7b00df01918f
tr-83	Türkiye'de helikopter kazası: 6 ölü	83	29863	https://tr.wikinews.org/wiki?curid=83	d1a1e59f2f7441b3f2b44b216f5af07c
tr-84	Muhsin Yazıcıoğlu toprağa verildi	84	8928	https://tr.wikinews.org/wiki?curid=84	0373fb24ca3b911518bc831fbfbf0019
tr-85	Musavi seçimi kazandığını iddia etti	85	10838	https://tr.wikinews.org/wiki?curid=85	48671f9674093443b181f7c2c8faaa18
tr-86	Nabucco'da devletler arası anlaşma imzalandı	86	8933	https://tr.wikinews.org/wiki?curid=86	90258451cd5a2abb60a889a8d7128e44
tr-87	Necmettin Erbakan siyasete geri döndü	87	8936	https://tr.wikinews.org/wiki?curid=87	d4f94b02816d6e18f5274673be0f8938
tr-88	Nijerya'da çatışma	88	8938	https://tr.wikinews.org/wiki?curid=88	8a3aa41340460b380225bfc99e97eddb
tr-89	Norveç, Eurovision'da birinci oldu	89	8940	https://tr.wikinews.org/wiki?curid=89	e9e6c2f374933505dcc42490bce663f3
tr-91	Obama Türkiye'de	91	8942	https://tr.wikinews.org/wiki?curid=91	449068af667bff8c835d1efbf1be4ee8
tr-92	Pakistan'da 55 kişi öldü	92	8945	https://tr.wikinews.org/wiki?curid=92	b00aab433ed1607d2a597c0b9f554af5
tr-93	Pakistan'da camiye bombalı saldırı	93	8947	https://tr.wikinews.org/wiki?curid=93	064befc55d952a9786cd07075029d931
tr-94	Pakistan'ın Peşaver şehrinde patlama	94	8949	https://tr.wikinews.org/wiki?curid=94	c25962575918e57750cdcb815e4e9bdf
tr-95	Pana Film'den yeni bir sinema filmi	95	8950	https://tr.wikinews.org/wiki?curid=95	7ba3523cd1b354f3ee71a4ee46a1ca99
tr-96	Pardus 2009 yayınlandı	96	8952	https://tr.wikinews.org/wiki?curid=96	be932dfaa1729a2f93db9e3d300ec49a
tr-109	Premier League'de gol düellosu	109	8954	https://tr.wikinews.org/wiki?curid=109	3d5228e19fa541f010910162bdbaf9f3
tr-110	Premier Lig'in şampiyonu Manchester United	110	8956	https://tr.wikinews.org/wiki?curid=110	8098a7cccff76270d9b7ccf293ec8f35
tr-111	RTÜK üyesi Mehmet Dadak kınama cezası aldı	111	73004	https://tr.wikinews.org/wiki?curid=111	fa451dd1b61a40fd1ea7fc9ea9e01e3b
tr-112	Rifat Hisarcıklıoğlu, TOBB Başkanlığına yeniden seçildi	112	18883	https://tr.wikinews.org/wiki?curid=112	6bf409aaa5a7eca0ea578a57e426f832
tr-113	Dünya Kupası elemeleri, Türkiye 1 - 2 İspanya	113	14889	https://tr.wikinews.org/wiki?curid=113	0affdff3c293a3dd5dd02b514c44e594
tr-114	Sarkisyan, ''Türkiye Karabağ sorununa karışmasın''	114	8966	https://tr.wikinews.org/wiki?curid=114	3b953aea09e396f824f3eb2a8f780fca
tr-115	Sincan Uygur Özerk Bölgesi'nde çatışma	115	8970	https://tr.wikinews.org/wiki?curid=115	c7bf24fbb31a1f6062debadeade61e39
tr-116	Son UEFA kupasının sahibi belli oldu	116	8973	https://tr.wikinews.org/wiki?curid=116	6253dae4a7994b2669832cd436e4bfeb
tr-117	Sri Lanka'daki 26 yıllık iç savaş sona erdi	117	61421	https://tr.wikinews.org/wiki?curid=117	a9b8f1d10b30a5a7e18fd2258b7a9c12
tr-118	TBL'nin yeni takımları belli oldu	118	8976	https://tr.wikinews.org/wiki?curid=118	d95679c203e21d2bfb5ec7b0d58131d3
tr-119	Türk Dil Kurumundan Atasözleri ve Deyimler Sözlüğü	119	8994	https://tr.wikinews.org/wiki?curid=119	96c27cbc42676fffdd6daff6047028f2
tr-120	TRT'den müzik kanalı	120	8978	https://tr.wikinews.org/wiki?curid=120	7d4ed7784ff0326e9e088b484eeeb03b
tr-122	Taksim'de 32 yıl sonra 1 Mayıs	122	8980	https://tr.wikinews.org/wiki?curid=122	62c6f235676ec8ddaf8512d037db029c
tr-123	Tiranosorus'da kolajen saptandı	123	8986	https://tr.wikinews.org/wiki?curid=123	c988e8a604a3eeca4f1c190d91665145
tr-124	Turkcell Süper Lig'e son katılan takım Kasımpaşa	124	8990	https://tr.wikinews.org/wiki?curid=124	cd7e89e1bb52883bbdf37c9fdc273a90
tr-125	Turkcell Süper Lig şampiyonu Beşiktaş	125	8989	https://tr.wikinews.org/wiki?curid=125	93dd32d961b7b97bb7fbfaae2a0cd9f6
tr-126	Twitter büyümeye devam ediyor	126	8992	https://tr.wikinews.org/wiki?curid=126	8c0037c6408807dcd7d0ddb447139108
tr-127	Türkan Saylan hayatını kaybetti	127	8995	https://tr.wikinews.org/wiki?curid=127	cb54bd64e1b06916f9e5c8743c8cdb29
tr-128	Türkiye'de 2009 yerel seçimleri yapıldı	128	26435	https://tr.wikinews.org/wiki?curid=128	3cca6cfb144ad730e49210ab63487280
tr-129	Türkiye'de Gençlik ve Spor Bayramı kutlanıyor	129	8998	https://tr.wikinews.org/wiki?curid=129	4a4902ec37717071563fd6a9a68deed5
tr-131	Türkiye'de doğalgaz indirimi	131	9000	https://tr.wikinews.org/wiki?curid=131	0bf5880b438782ab98e7715723b949d5
tr-132	Türkiye'de kabine revizyonu	132	26436	https://tr.wikinews.org/wiki?curid=132	be5e7fd8976c7a42a4cd37cd95c204b2
tr-133	Türkiye'de kredi kartı aidatı 3 yılda bir alınacak	133	9004	https://tr.wikinews.org/wiki?curid=133	a2b4fd2ac42bf8b765fe5f1d181ae4c0
tr-134	Türkiye'de son 39 yılın en düşük enflasyon seviyesi gerçekleşti	134	10852	https://tr.wikinews.org/wiki?curid=134	3bf00688dc728f883d441d7b3eefa7b1
tr-135	Türkiye'de Öğrenci Seçme Sınavı yapıldı	135	25507	https://tr.wikinews.org/wiki?curid=135	15256552ed22d4b0129b8b34496d32ad
tr-136	Türkiye Kupası Beşiktaş'ın	136	8996	https://tr.wikinews.org/wiki?curid=136	2668c44ba68ac595f29cda6d9f23b2ca
tr-137	Ufuk Uras ÖDP'den istifa etti	137	26437	https://tr.wikinews.org/wiki?curid=137	586fa1b221106fa793fffc8f3b763013
tr-138	Ukrayna'da domuz gribi vakası	138	9009	https://tr.wikinews.org/wiki?curid=138	333463809cc357e54772d6805e2489bf
tr-139	Usame Bin Ladin: Amerikan halkı hazırlıklı olsun	139	9011	https://tr.wikinews.org/wiki?curid=139	563079b900700bf7593162a7d05b3ece
tr-140	Uzan grubunun İsviçre'deki banka hesaplarına el konuldu	140	168165	https://tr.wikinews.org/wiki?curid=140	81b43c85be0fcb3126a7e3872bba8269
tr-150	Zeki Sezer DSP genel başkanlığından istifa etti	150	26440	https://tr.wikinews.org/wiki?curid=150	1bd2bc8e95e7a584bf20bd2cf3858961
tr-152	İMKB son 6 ayın zirvesinde	152	9016	https://tr.wikinews.org/wiki?curid=152	27d3023ab4eb3ae7c63e125824204929
tr-153	İlham Aliyev: Karabağ için savaşa hazırız	153	9017	https://tr.wikinews.org/wiki?curid=153	86b754ac047f0c8f6c65faa78c44d89b
tr-154	İran'da Cumhurbaşkanlığı seçimi	154	10839	https://tr.wikinews.org/wiki?curid=154	ea4c1f6c7da07c5aae30c750e285555a
tr-155	İran'da gerilim	155	73000	https://tr.wikinews.org/wiki?curid=155	2818f85dcb4c618725e35403ba8defdf
tr-156	İran'da patlama	156	10841	https://tr.wikinews.org/wiki?curid=156	29626ae57ab2adb300097bb870b454bb
tr-157	İran'da uçak düştü	157	9022	https://tr.wikinews.org/wiki?curid=157	f84421e0ccc520b74bdbf495f713bd9d
tr-158	İran'da çatışmalarda en az 21 kişi hayatını kaybetti	158	10842	https://tr.wikinews.org/wiki?curid=158	3de53a24f50b7faa216a91a0bd4bde81
tr-159	İspanya'da 600 asker karantinada	159	9024	https://tr.wikinews.org/wiki?curid=159	5c9f793d2f5acdf0b09f7a53e953bd7f
tr-160	Dünya Kupası elemeleri, İspanya 1 - 0 Türkiye	160	14892	https://tr.wikinews.org/wiki?curid=160	c24b23d5db97575f134f4a2fc3498abe
tr-161	İtalya'da 6,3 büyüklüğünde deprem	161	15657	https://tr.wikinews.org/wiki?curid=161	7fac0c468cf5e5a5e92e03d895f67b68
tr-162	İzlanda, AB yolunda	162	9026	https://tr.wikinews.org/wiki?curid=162	94efacc7cadc37fe27efac60762a4dca
tr-762	Aykut Oray yaşama veda etti	762	18882	https://tr.wikinews.org/wiki?curid=762	367344d84b1b3d9a3c7e7cb2c5336966
tr-813	Almanya ve Fransa durgunluktan çıktı	813	8836	https://tr.wikinews.org/wiki?curid=813	eccd04827240505673990bb9491635cc
tr-814	Afganistan'da intihar saldırısı	814	8831	https://tr.wikinews.org/wiki?curid=814	4d51c0723f8bbd4d3342b2ac89831cd8
tr-850	İngilizce Vikipedi 3 milyon maddeyi aştı	850	9018	https://tr.wikinews.org/wiki?curid=850	b3556726fc4fc454208f02e7054bfd3d
tr-859	Bağdat'ta bir dizi saldırı meydana geldi	859	8844	https://tr.wikinews.org/wiki?curid=859	3bad10ff306cb91d77bf5c9e709a7b62
tr-861	Usain Bolt'tan yeni rekorlar	861	9010	https://tr.wikinews.org/wiki?curid=861	ae503717fffec2de4f4763a38b1bcb07
tr-896	Afganistan'da devlet başkanlığı seçimi	896	10819	https://tr.wikinews.org/wiki?curid=896	5228f0511af43bffe232b92e7e8a51a9
tr-911	Lockerbie'nin bombalamasının sorumlularından El Migrahi serbest bırakıldı	911	9944	https://tr.wikinews.org/wiki?curid=911	554a907647ee0b055f73f78175f35dfd
tr-927	Ramazan başlıyor	927	8962	https://tr.wikinews.org/wiki?curid=927	5f22cce34b2eabcea96b55175dc6ed18
tr-933	Madrid Havalimanı'ndaki Spanair'e ait MD82 tipindeki uçağın kazasının ara raporu açıklandı	933	22031	https://tr.wikinews.org/wiki?curid=933	38087fd90b148b50c4baf653963a23da
tr-969	Taliban oy kullananların parmaklarını kesti	969	8982	https://tr.wikinews.org/wiki?curid=969	7017a68b01c6270b060ee5c15e6a13a0
tr-974	Çeçenistan'da patlama: 4 ölü	974	9015	https://tr.wikinews.org/wiki?curid=974	8a2212ae7efc6d95bd540f486af74b37
tr-978	Yunanistan'da orman yangınları sonucu olağanüstü hal ilan edildi	978	9012	https://tr.wikinews.org/wiki?curid=978	4b80cc1bf1df8395f39a22f1b92c8a0d
tr-1038	Almanya'da helikopterle uçak çarpıştı: 4 ölü	1038	8838	https://tr.wikinews.org/wiki?curid=1038	d41334b2296170ec8346ea8576e1ff04
tr-1043	Kâinat Güzeli yine Venezuela'dan	1043	71684	https://tr.wikinews.org/wiki?curid=1043	099abbe0613efcdd991bce8da2fc6b10
tr-1046	Yücel Çakmaklı yaşamını yitirdi	1046	9013	https://tr.wikinews.org/wiki?curid=1046	37bd2cc41d48e47b326bea0876f02488
tr-1062	Bill kasırgası ABD ve Kanada'ya ulaştı	1062	8847	https://tr.wikinews.org/wiki?curid=1062	78b6c557f92dbd83be7bcfb22acd3dbc
tr-1082	Afganistan devlet başkanlığı seçiminde ilk sonuçlar açıklandı	1082	10821	https://tr.wikinews.org/wiki?curid=1082	e0d80b6506084bbee1e579330cfd82cb
tr-1092	The Simpsons Afrika'da	1092	26490	https://tr.wikinews.org/wiki?curid=1092	1fe397b49d5116175830252db44639e1
tr-1115	Ted Kennedy hayatını kaybetti	1115	8983	https://tr.wikinews.org/wiki?curid=1115	9ee7647f59856ded1a15e94d2dd88b83
tr-1184	2009 Belçika Grand Prix'sini Kimi Räikkönen kazandı	1184	9324	https://tr.wikinews.org/wiki?curid=1184	6b794f8ce6bff06cc10f062b028286c2
tr-1195	Endonezya'da deprem yine can aldı	1195	9542	https://tr.wikinews.org/wiki?curid=1195	61ce195b7ad2ef5dbdda708d2aa8566e
tr-1220	Michael Jackson toprağa verildi	1220	29862	https://tr.wikinews.org/wiki?curid=1220	bba6a14fe38391343f525edc62cd33bc
tr-1224	Dünya Kupası elemeleri, Türkiye 4 - 2 Estonya	1224	14891	https://tr.wikinews.org/wiki?curid=1224	1a2a40259ee1ea12bd00652f8435b0bf
tr-1227	Dünya Kupası elemeleri, Ermenistan 0 - 2 Bosna-Hersek	1227	14888	https://tr.wikinews.org/wiki?curid=1227	b592a8c6c8365fde38cca99a1f4f2ee4
tr-1254	Gürcistan'da deprem	1254	9773	https://tr.wikinews.org/wiki?curid=1254	323fd493deed4d96bf51ac50a256b704
tr-1262	Türkiye'de sel felaketi	1262	9775	https://tr.wikinews.org/wiki?curid=1262	a6bf437d3ed0a5861b2228b117ffa94a
tr-1265	Hakkâri, Siirt ve Van'da çatışma	1265	9774	https://tr.wikinews.org/wiki?curid=1265	c2e37d0092e2aa5c591a88d500536b9f
tr-1281	Doğan Yayın Holding'e rekor ceza	1281	9776	https://tr.wikinews.org/wiki?curid=1281	603d6cd9b6377902c75a9b65d1c5c3ce
tr-1285	Çin'de altın madeninde yangın	1285	9778	https://tr.wikinews.org/wiki?curid=1285	f3e0a1151ca530a2f006ee2bdbd29df0
tr-1286	Çin'de grizu patlaması	1286	19164	https://tr.wikinews.org/wiki?curid=1286	6ff70d03aa9a3f60b0e64daa92a44b66
tr-1290	Karzai seçimi önde götürüyor	1290	10820	https://tr.wikinews.org/wiki?curid=1290	764e4a54441facbaccc776c5b2c4d243
tr-1332	Kazakistan'da yangın	1332	10773	https://tr.wikinews.org/wiki?curid=1332	297c8788478735218f57e60f45aabc6f
tr-1365	Türkiye ile Suriye arasındaki vize uygulaması kaldırıldı	1365	72947	https://tr.wikinews.org/wiki?curid=1365	4a98491811e59805c74a5473528e646b
tr-1373	Yukio Hatoyama Japonya'nın yeni başbakanı oldu	1373	10776	https://tr.wikinews.org/wiki?curid=1373	002197a69b299a56287b22b3cf101993
tr-1378	Yeni ay aracı başarıyla denendi	1378	10777	https://tr.wikinews.org/wiki?curid=1378	dd39e23763700fdd61819276853cf8a1
tr-1416	Türkiye'de üretilen ilk yerli uydu İTÜpSAT1 bugün uzaya fırlatılıyor	1416	15060	https://tr.wikinews.org/wiki?curid=1416	55f35ccdcfdcb42317f5d59651814cc5
tr-1417	Sidney'de kum fırtınası	1417	10786	https://tr.wikinews.org/wiki?curid=1417	11c7814e4d6e6df2c0173f4d6900d329
tr-1424	New York'ta THY uçağına lastik bulunamadı	1424	10787	https://tr.wikinews.org/wiki?curid=1424	fcc6e95b7d99e7d4d28c0a92b7121e1e
tr-1443	İran'dan füze denemesi	1443	10788	https://tr.wikinews.org/wiki?curid=1443	c6c01b2da99ee1a8b2d42e7c77870cc8
tr-1448	Almanya ve Portekiz seçimlerinin ilk sonuçları belli oldu	1448	10789	https://tr.wikinews.org/wiki?curid=1448	a08364344a6aa63fbe8a9b12279fee41
tr-1455	Almanya'nın tercihi merkez sağ oldu	1455	10792	https://tr.wikinews.org/wiki?curid=1455	b7ad5642f19359adcfd23a8211708d6d
tr-1462	Korsan Partisi'nin yüzde 2 sevinci	1462	10793	https://tr.wikinews.org/wiki?curid=1462	322c7b4d91404b7f3c5d1a7aa75fbafe
tr-1464	Tasarımını Kaddafi’nin yaptığı “roket” adlı otomobil tanıtıldı	1464	10901	https://tr.wikinews.org/wiki?curid=1464	6500e98962674a4f54f72059181f912e
tr-1471	Ketsana Kasırgası 331 kişinin ölümüne neden oldu	1471	10803	https://tr.wikinews.org/wiki?curid=1471	99a076bdfe3decca169bf364b03b2b48
tr-1476	Endonezya'da deprem	1476	10796	https://tr.wikinews.org/wiki?curid=1476	e79b9c50a8d8b4276ab922caf20b3de9
tr-1491	Kolombiya'da çatışma	1491	10797	https://tr.wikinews.org/wiki?curid=1491	b6682a51cae06925c81c47cda2572c6e
tr-1510	İrlanda Lizbon Anlaşması'nı onayladı	1510	10799	https://tr.wikinews.org/wiki?curid=1510	d8ddefe042da8092e35f2de62d08fde5
tr-1515	Farmville erişimi Türkiye'den yasaklandı	1515	64832	https://tr.wikinews.org/wiki?curid=1515	3469545564c85c8a3b137cd9ffb3fb46
tr-1519	2016 Yaz Olimpiyatları Rio de Janerio'da düzenlenecek	1519	10809	https://tr.wikinews.org/wiki?curid=1519	6b0ffc132660716c50e0e538a74a175f
tr-1526	İstanbul IMF toplantılarına ev sahipliği yapmaya hazırlanıyor	1526	10810	https://tr.wikinews.org/wiki?curid=1526	50f97ef295c612a365e09460d20e1268
tr-1528	PASOK zaferini ilan etti	1528	10811	https://tr.wikinews.org/wiki?curid=1528	49e23c27d5be0109b1eae14fad8aa8aa
tr-1534	2009 İnsani Gelişme Endeksi yayınlandı	1534	10812	https://tr.wikinews.org/wiki?curid=1534	44486be3dd5af5f5c19d8b575558fea2
