docid	position	length	mention	url	lang	qid	qid_in_refs	freq_bin
tr-9	1120	17	Rafet El Roman'ın	http://tr.wikipedia.org/wiki/Rafet_El_Roman	tr	Q326849	True	2
tr-9	1139	12	Aşk-ı Virane	http://tr.wikipedia.org/wiki/A%C5%9Fk-%C4%B1_Virane	tr	Q6054653	False	1
tr-9	1179	12	Mor ve Ötesi	http://tr.wikipedia.org/wiki/Mor_ve_%C3%96tesi	tr	Q754092	True	3
tr-9	1221	12	Serdar Ortaç	http://tr.wikipedia.org/wiki/Serdar_Orta%C3%A7	tr	Q596388	True	3
tr-9	1255	16	Orhan Gencebay'a	http://tr.wikipedia.org/wiki/Orhan_Gencebay	tr	Q1382418	True	3
tr-10	72	26	2010 FIFA Dünya Kupası'nın	http://tr.wikipedia.org/wiki/2010_FIFA_D%C3%BCnya_Kupas%C4%B1	tr	Q176883	True	5
tr-10	130	28	Güney Afrika Cumhuriyeti'nin	http://tr.wikipedia.org/wiki/G%C3%BCney_Afrika_Cumhuriyeti	tr	Q258	True	5
tr-10	180	27	Konfederasyonlar Kupası'nın	http://tr.wikipedia.org/wiki/FIFA_Konfederasyonlar_Kupas%C4%B1	tr	Q171789	True	4
tr-10	218	8	Brezilya	http://tr.wikipedia.org/wiki/Brezilya	tr	Q155	True	5
tr-10	234	27	Amerika Birleşik Devletleri	http://tr.wikipedia.org/wiki/Amerika_Birle%C5%9Fik_Devletleri	tr	Q30	True	5
tr-10	296	15	Johannesburg'da	http://tr.wikipedia.org/wiki/Johannesburg	tr	Q34647	True	5
tr-10	360	10	Donovan'ın	http://tr.wikipedia.org/wiki/Landon_Donovan	tr	Q202237	True	3
tr-10	468	12	Luis Fabiano	http://tr.wikipedia.org/wiki/Luis_Fabiano	tr	Q192963	True	3
tr-10	495	9	Lucio'nun	http://tr.wikipedia.org/wiki/Lucio	tr	Q156822	True	3
tr-11	52	28	2009 Türkiye Grand Prix'sini	http://tr.wikipedia.org/wiki/2009_T%C3%BCrkiye_Grand_Prix	tr	Q172015	True	3
tr-11	81	13	Jenson Button	http://tr.wikipedia.org/wiki/Jenson_Button	tr	Q10510	True	4
tr-11	104	16	İstanbul Park'ta	http://tr.wikipedia.org/wiki/%C4%B0stanbul_Park	tr	Q172743	True	3
tr-11	335	17	Heikki Kovalainen	http://tr.wikipedia.org/wiki/Heikki_Kovalainen	tr	Q82891	True	4
tr-12	41	19	Türkiye Cumhuriyeti	http://tr.wikipedia.org/wiki/T%C3%BCrkiye	tr	Q43	True	5
tr-12	84	42	23 Nisan Ulusal Egemenlik ve Çocuk Bayramı	http://tr.wikipedia.org/wiki/23_Nisan_Ulusal_Egemenlik_ve_%C3%87ocuk_Bayram%C4%B1	tr	Q13581075	True	2
tr-13	29	23	İran Futbol Federasyonu	http://tr.wikipedia.org/wiki/%C4%B0ran_Futbol_Federasyonu	tr	Q1042614	True	4
tr-13	62	27	ABD Futbol Federasyonu'ndan	http://tr.wikipedia.org/wiki/Amerika_Birle%C5%9Fik_Devletleri_Futbol_Federasyonu	tr	Q222131	True	4
tr-13	168	26	1998 FIFA Dünya Kupası'nda	http://tr.wikipedia.org/wiki/1998_FIFA_D%C3%BCnya_Kupas%C4%B1	tr	Q101730	True	5
tr-13	228	21	İran Milli Takımı'nın	http://tr.wikipedia.org/wiki/%C4%B0ran_Mill%C3%AE_Futbol_Tak%C4%B1m%C4%B1	tr	Q184602	True	4
tr-14	26	27	Amerika Birleşik Devletleri	http://tr.wikipedia.org/wiki/Amerika_Birle%C5%9Fik_Devletleri	tr	Q30	True	5
tr-14	63	5	Musul	http://tr.wikipedia.org/wiki/Musul	tr	Q83317	True	5
tr-14	79	13	30 Haziran'da	http://tr.wikipedia.org/wiki/30_Haziran	tr	Q2657	True	5
tr-14	104	11	Bağdat'taki	http://tr.wikipedia.org/wiki/Ba%C4%9Fdat	tr	Q1530	True	5
tr-14	360	4	2011	http://tr.wikipedia.org/wiki/2011	tr	Q1994	True	0
tr-14	370	4	2012	http://tr.wikipedia.org/wiki/2012	tr	Q1990	True	0
tr-15	89	16	Abdüllatif Şener	http://tr.wikipedia.org/wiki/Abd%C3%BCllatif_%C5%9Eener	tr	Q317853	True	2
tr-15	107	18	Türkiye Partisi'ni	http://tr.wikipedia.org/wiki/T%C3%BCrkiye_Partisi	tr	Q2465032	True	2
tr-15	417	19	Mehmet Yaşar Öztürk	http://tr.wikipedia.org/wiki/Mehmet_Ya%C5%9Far_%C3%96zt%C3%BCrk	tr	Q6067411	False	1
tr-17	56	7	İran'da	http://tr.wikipedia.org/wiki/%C4%B0ran	tr	Q794	True	5
tr-17	203	3	GMT	http://tr.wikipedia.org/wiki/GMT	tr	Q30192	True	4
tr-17	390	18	Mir Hüseyin Musavi	http://tr.wikipedia.org/wiki/Mir_H%C3%BCseyin_Musavi	tr	Q217154	True	4
tr-17	519	13	Mehdi Kerrubi	http://tr.wikipedia.org/wiki/Mehdi_Kerrubi	tr	Q315011	True	3
tr-18	97	12	Air France'a	http://tr.wikipedia.org/wiki/Air_France	tr	Q131005	True	4
tr-18	446	19	Fernando De Noronya	http://tr.wikipedia.org/wiki/Fernando_de_Noronha	tr	Q175057	True	4
tr-18	999	11	Herve Morin	http://tr.wikipedia.org/wiki/Herv%C3%A9_Morin	tr	Q521021	True	3
tr-19	85	4	RTÜK	http://tr.wikipedia.org/wiki/Radyo_ve_Televizyon_%C3%9Cst_Kurulu	tr	Q2124692	True	3
tr-19	96	14	Zahid Akman'ın	http://tr.wikipedia.org/wiki/Zahid_Akman	tr	Q793003	False	1
tr-19	509	24	Deniz Feneri Davası'ndan	http://tr.wikipedia.org/wiki/Deniz_Feneri_Davas%C4%B1	tr	Q831863	True	1
tr-20	41	10	Azerbaycan	http://tr.wikipedia.org/wiki/Azerbaycan	tr	Q227	True	5
tr-20	66	12	İlham Aliyev	http://tr.wikipedia.org/wiki/%C4%B0lham_Aliyev	tr	Q57371	True	4
tr-20	83	10	Ermenistan	http://tr.wikipedia.org/wiki/Ermenistan	tr	Q399	True	5
tr-20	108	14	Serj Sarkisyan	http://tr.wikipedia.org/wiki/Serj_Sarkisyan	tr	Q612803	True	4
tr-20	180	14	Dağlık Karabağ	http://tr.wikipedia.org/wiki/Da%C4%9Fl%C4%B1k_Karaba%C4%9F	tr	Q44302	True	4
tr-20	293	14	Karabağ sorunu	http://tr.wikipedia.org/wiki/Karaba%C4%9F_Sorunu	tr	Q381375	True	4
tr-20	668	12	Abdullah Gül	http://tr.wikipedia.org/wiki/Abdullah_G%C3%BCl	tr	Q42852	True	4
tr-20	771	15	Ahmet Davutoğlu	http://tr.wikipedia.org/wiki/Ahmet_Davuto%C4%9Flu	tr	Q58198	True	4
tr-20	790	20	Elmar Memmedyarov'da	http://tr.wikipedia.org/wiki/Elmar_Memmedyarov	tr	Q58083	True	3
tr-21	158	12	Horst Köhler	http://tr.wikipedia.org/wiki/Horst_K%C3%B6hler	tr	Q2542	True	4
tr-23	81	16	Asıf Ali Serdari	http://tr.wikipedia.org/wiki/As%C4%B1f_Ali_Serdari	tr	Q57373	True	4
tr-23	99	10	Taliban'ın	http://tr.wikipedia.org/wiki/Taliban	tr	Q42418	True	5
tr-23	357	6	CIA'in	http://tr.wikipedia.org/wiki/Amerika_Birle%C5%9Fik_Devletleri_Merkezi_%C4%B0stihbarat_Te%C5%9Fkilat%C4%B1	tr	Q37230	True	5
tr-24	77	3	Rum	http://tr.wikipedia.org/wiki/Rum	tr	Q3943294	True	4
tr-24	212	15	Atilla Olgaç'ın	http://tr.wikipedia.org/wiki/Atilla_Olga%C3%A7	tr	Q2326562	False	1
tr-24	245	24	Ergenekon Operasyonun'da	http://tr.wikipedia.org/wiki/Ergenekon_Operasyonu	tr	Q388577	True	3
tr-24	287	12	Yalçın Küçük	http://tr.wikipedia.org/wiki/Yal%C3%A7%C4%B1n_K%C3%BC%C3%A7%C3%BCk	tr	Q462710	True	2
tr-25	39	19	Avrupa Parlamentosu	http://tr.wikipedia.org/wiki/Avrupa_Parlamentosu	tr	Q8889	True	5
tr-25	230	12	Hollanda'nın	http://tr.wikipedia.org/wiki/Hollanda	tr	Q55	True	5
tr-26	44	18	Turkcell Süper Lig	http://tr.wikipedia.org/wiki/Turkcell_S%C3%BCper_Lig	tr	Q485568	True	5
tr-26	163	13	Aykut Kocaman	http://tr.wikipedia.org/wiki/Aykut_Kocaman	tr	Q793007	True	3
tr-27	39	13	Azerbaycan'ın	http://tr.wikipedia.org/wiki/Azerbaycan	tr	Q227	True	5
tr-27	62	7	Bakü'de	http://tr.wikipedia.org/wiki/Bak%C3%BC	tr	Q9248	True	5
tr-29	86	17	Bedrettin Dalan'a	http://tr.wikipedia.org/wiki/Bedrettin_Dalan	tr	Q4879379	True	2
tr-29	150	22	Ergenekon soruşturması	http://tr.wikipedia.org/wiki/Ergenekon_Operasyonu	tr	Q388577	True	3
tr-30	86	22	Türkiye Basketbol Ligi	http://tr.wikipedia.org/wiki/Beko_Basketbol_Ligi	tr	Q1324416	True	4
tr-30	161	11	Efes Pilsen	http://tr.wikipedia.org/wiki/Efes_Pilsen_Spor_Kul%C3%BCb%C3%BC	tr	Q483738	True	4
tr-30	189	19	Beko Basketbol Ligi	http://tr.wikipedia.org/wiki/Beko_Basketbol_Ligi	tr	Q1324416	True	4
tr-30	399	11	Efes Pilsen	http://tr.wikipedia.org/wiki/Efes_Pilsen_Spor_Kul%C3%BCb%C3%BC	tr	Q483738	True	4
tr-31	30	11	Bostancı'da	http://tr.wikipedia.org/wiki/Bostanc%C4%B1,_Kad%C4%B1k%C3%B6y	tr	Q3564169	True	2
tr-31	446	12	Beşir Atalay	http://tr.wikipedia.org/wiki/Be%C5%9Fir_Atalay	tr	Q854641	True	2
tr-31	481	17	Devrimci Karargâh	http://tr.wikipedia.org/wiki/Devrimci_Kararg%C3%A2h	tr	Q267361	True	2
tr-32	22	7	ABD'nin	http://tr.wikipedia.org/wiki/Amerika_Birle%C5%9Fik_Devletleri	tr	Q30	True	5
tr-32	135	13	Santa Barbara	http://tr.wikipedia.org/wiki/Santa_Barbara,_California	tr	Q159288	True	4
tr-33	33	10	Fransa'nın	http://tr.wikipedia.org/wiki/Fransa	tr	Q142	True	5
tr-33	68	25	Cannes Film Festivali'nin	http://tr.wikipedia.org/wiki/Cannes_Film_Festivali	tr	Q42369	True	5
tr-33	94	6	62.'si	http://tr.wikipedia.org/wiki/62._Cannes_Film_Festivali	tr	Q304736	True	3
tr-33	119	13	Altın Palmiye	http://tr.wikipedia.org/wiki/Alt%C4%B1n_Palmiye	tr	Q179808	True	5
tr-33	154	18	Michael Haneke'nin	http://tr.wikipedia.org/wiki/Michael_Haneke	tr	Q84199	True	4
tr-34	47	14	Demokrat Parti	http://tr.wikipedia.org/wiki/Demokrat_Parti	tr	Q1186027	True	2
tr-34	142	14	Süleyman Soylu	http://tr.wikipedia.org/wiki/S%C3%BCleyman_Soylu	tr	Q6098459	True	2
tr-34	158	19	Hüsamettin Cindoruk	http://tr.wikipedia.org/wiki/H%C3%BCsamettin_Cindoruk	tr	Q462737	True	2
tr-34	179	16	Mehmet Ali Bayar	http://tr.wikipedia.org/wiki/Mehmet_Ali_Bayar	tr	Q6047756	False	1
tr-35	53	20	Demokratik Sol Parti	http://tr.wikipedia.org/wiki/Demokratik_Sol_Parti	tr	Q942515	True	3
tr-35	107	13	Rahşan Ecevit	http://tr.wikipedia.org/wiki/Rah%C5%9Fan_Ecevit	tr	Q7283651	True	2
tr-35	390	14	Emrehan Halıcı	http://tr.wikipedia.org/wiki/Emrehan_Hal%C4%B1c%C4%B1	tr	Q6082222	False	1
tr-35	408	16	Mücahit Pehlivan	http://tr.wikipedia.org/wiki/M%C3%BCcahit_Pehlivan	tr	Q19612066	False	1
tr-35	483	10	Zeki Sezer	http://tr.wikipedia.org/wiki/Zeki_Sezer	tr	Q3575119	True	2
tr-35	730	14	Alemdar Yalçın	http://tr.wikipedia.org/wiki/Alemdar_Yal%C3%A7%C4%B1n	tr	Q6088035	False	1
tr-35	844	12	Masum Türker	http://tr.wikipedia.org/wiki/Masum_T%C3%BCrker	tr	Q6785683	True	2
tr-36	67	11	Dailymotion	http://tr.wikipedia.org/wiki/Dailymotion	tr	Q769222	True	3
tr-37	53	7	İran'da	http://tr.wikipedia.org/wiki/%C4%B0ran	tr	Q794	True	5
tr-37	414	13	idam cezasına	http://tr.wikipedia.org/wiki/%C4%B0dam_cezas%C4%B1	tr	Q8454	True	5
tr-38	68	4	Lice	http://tr.wikipedia.org/wiki/Lice,_Diyarbak%C4%B1r	tr	Q1012828	True	3
tr-38	342	10	Abalı köyü	http://tr.wikipedia.org/wiki/Abal%C4%B1,_Lice	tr	Q3671078	False	1
tr-38	580	3	PKK	http://tr.wikipedia.org/wiki/PKK	tr	Q152220	True	4
tr-39	36	10	Türkiye'ye	http://tr.wikipedia.org/wiki/T%C3%BCrkiye	tr	Q43	True	5
tr-39	71	7	ABD'den	http://tr.wikipedia.org/wiki/Amerika_Birle%C5%9Fik_Devletleri	tr	Q30	True	5
tr-39	79	10	İstanbul'a	http://tr.wikipedia.org/wiki/%C4%B0stanbul	tr	Q406	True	5
tr-39	508	11	Recep Akdağ	http://tr.wikipedia.org/wiki/Recep_Akda%C4%9F	tr	Q713551	True	2
tr-39	983	8	21 Mayıs	http://tr.wikipedia.org/wiki/21_May%C4%B1s	tr	Q2580	True	5
tr-40	35	10	Meksika'da	http://tr.wikipedia.org/wiki/Meksika	tr	Q96	True	5
tr-40	55	11	domuz gribi	http://tr.wikipedia.org/wiki/Domuz_gribi	tr	Q36855	True	3
tr-40	590	19	Dünya Sağlık Örgütü	http://tr.wikipedia.org/wiki/D%C3%BCnya_Sa%C4%9Fl%C4%B1k_%C3%96rg%C3%BCt%C3%BC	tr	Q7817	True	5
tr-41	41	19	Dünya Sağlık Örgütü	http://tr.wikipedia.org/wiki/D%C3%BCnya_Sa%C4%9Fl%C4%B1k_%C3%96rg%C3%BCt%C3%BC	tr	Q7817	True	5
tr-42	42	14	Domuz gribinde	http://tr.wikipedia.org/wiki/Domuz_gribi	tr	Q36855	True	3
tr-42	379	19	Dünya Sağlık Örgütü	http://tr.wikipedia.org/wiki/D%C3%BCnya_Sa%C4%9Fl%C4%B1k_%C3%96rg%C3%BCt%C3%BC	tr	Q7817	True	5
tr-42	438	6	GMT'ye	http://tr.wikipedia.org/wiki/GMT	tr	Q30192	True	4
tr-42	468	11	İsviçre'den	http://tr.wikipedia.org/wiki/%C4%B0svi%C3%A7re	tr	Q39	True	5
tr-42	589	8	Novartis	http://tr.wikipedia.org/wiki/Novartis	tr	Q507154	True	4
tr-42	660	7	Almanya	http://tr.wikipedia.org/wiki/Almanya	tr	Q183	True	5
tr-43	43	19	Dünya Sağlık Örgütü	http://tr.wikipedia.org/wiki/D%C3%BCnya_Sa%C4%9Fl%C4%B1k_%C3%96rg%C3%BCt%C3%BC	tr	Q7817	True	5
tr-44	43	19	Dünya Sağlık Örgütü	http://tr.wikipedia.org/wiki/D%C3%BCnya_Sa%C4%9Fl%C4%B1k_%C3%96rg%C3%BCt%C3%BC	tr	Q7817	True	5
tr-44	64	10	19 Haziran	http://tr.wikipedia.org/wiki/19_Haziran	tr	Q2669	True	5
tr-44	75	4	2009	http://tr.wikipedia.org/wiki/2009	tr	Q1996	True	0
tr-45	51	5	Taraf	http://tr.wikipedia.org/wiki/Taraf_(gazete)	tr	Q847922	True	3
tr-45	165	12	Dursun Çiçek	http://tr.wikipedia.org/wiki/Dursun_%C3%87i%C3%A7ek	tr	Q1267531	False	1
tr-45	178	24	Ergenekon Soruşturmasını	http://tr.wikipedia.org/wiki/Ergenekon_Operasyonu	tr	Q388577	True	3
tr-45	1130	8	1 Temmuz	http://tr.wikipedia.org/wiki/1_Temmuz	tr	Q2700	True	5
tr-45	1139	4	2009	http://tr.wikipedia.org/wiki/2009	tr	Q1996	True	0
tr-45	1691	11	Zekariya Öz	http://tr.wikipedia.org/wiki/Zekeriya_%C3%96z	tr	Q6093763	False	2
tr-46	32	19	Avrupa Parlamentosu	http://tr.wikipedia.org/wiki/Avrupa_Parlamentosu	tr	Q8889	True	5
tr-47	26	13	Endonezya'nın	http://tr.wikipedia.org/wiki/Endonezya	tr	Q252	True	5
tr-47	45	4	Java	http://tr.wikipedia.org/wiki/Java	tr	Q1100132	True	3
tr-48	31	23	Türkiye Cumhuriyeti'nin	http://tr.wikipedia.org/wiki/T%C3%BCrkiye	tr	Q43	True	5
tr-48	95	10	Azerbaycan	http://tr.wikipedia.org/wiki/Azerbaycan	tr	Q227	True	5
tr-48	309	12	İlham Aliyev	http://tr.wikipedia.org/wiki/%C4%B0lham_Aliyev	tr	Q57371	True	4
tr-48	364	5	BOTAŞ	http://tr.wikipedia.org/wiki/BOTA%C5%9E	tr	Q787604	True	2
tr-49	210	13	Kıbrıs Sorunu	http://tr.wikipedia.org/wiki/K%C4%B1br%C4%B1s_Sorunu	tr	Q245831	True	4
tr-50	114	40	Haydar Aliyev Uluslararası Havalimanı'na	http://tr.wikipedia.org/wiki/Haydar_Aliyev_Uluslararas%C4%B1_Havaliman%C4%B1	tr	Q386864	True	3
tr-51	40	9	Şırnak'ın	http://tr.wikipedia.org/wiki/%C5%9E%C4%B1rnak	tr	Q131495	True	3
tr-52	26	10	19 Haziran	http://tr.wikipedia.org/wiki/19_Haziran	tr	Q2669	True	5
tr-52	37	4	1965	http://tr.wikipedia.org/wiki/1965	tr	Q2650	True	0
tr-52	60	18	Turkcell Süper Lig	http://tr.wikipedia.org/wiki/Turkcell_S%C3%BCper_Lig	tr	Q485568	True	5
tr-52	93	13	Eskişehirspor	http://tr.wikipedia.org/wiki/Eski%C5%9Fehirspor	tr	Q748445	True	4
tr-53	142	7	Türkiye	http://tr.wikipedia.org/wiki/T%C3%BCrkiye	tr	Q43	True	5
tr-53	151	5	İsveç	http://tr.wikipedia.org/wiki/%C4%B0sve%C3%A7	tr	Q34	True	5
tr-53	158	10	Ermenistan	http://tr.wikipedia.org/wiki/Ermenistan	tr	Q399	True	5
tr-53	170	6	İsrail	http://tr.wikipedia.org/wiki/%C4%B0srail	tr	Q801	True	5
tr-53	178	7	İzlanda	http://tr.wikipedia.org/wiki/%C4%B0zlanda	tr	Q189	True	5
tr-53	187	7	Romanya	http://tr.wikipedia.org/wiki/Romanya	tr	Q218	True	5
tr-53	196	10	Finlandiya	http://tr.wikipedia.org/wiki/Finlandiya	tr	Q33	True	5
tr-53	208	8	Portekiz	http://tr.wikipedia.org/wiki/Portekiz	tr	Q45	True	5
tr-53	218	5	Malta	http://tr.wikipedia.org/wiki/Malta	tr	Q233	True	5
tr-53	443	5	Rusya	http://tr.wikipedia.org/wiki/Rusya	tr	Q159	True	5
tr-53	482	7	Almanya	http://tr.wikipedia.org/wiki/Almanya	tr	Q183	True	5
tr-53	491	6	Fransa	http://tr.wikipedia.org/wiki/Fransa	tr	Q142	True	5
tr-53	499	9	İngiltere	http://tr.wikipedia.org/wiki/%C4%B0ngiltere	tr	Q21	True	5
tr-53	512	7	İspanya	http://tr.wikipedia.org/wiki/%C4%B0spanya	tr	Q29	True	5
tr-54	53	10	Facebook'u	http://tr.wikipedia.org/wiki/Facebook	tr	Q355	True	5
tr-55	46	23	Galatasaray Spor Kulübü	http://tr.wikipedia.org/wiki/Galatasaray_Spor_Kul%C3%BCb%C3%BC	tr	Q43134	True	4
tr-55	74	30	tekerlekli sandalye basketbolu	http://tr.wikipedia.org/wiki/Tekerlekli_sandalye_basketbolu	tr	Q1128216	True	4
tr-55	133	48	Galatasaray Tekerlekli Sandalye Basketbol Takımı	http://tr.wikipedia.org/wiki/Galatasaray_Tekerlekli_Sandalye_Basketbol_Tak%C4%B1m%C4%B1	tr	Q5518021	True	2
tr-55	373	13	RSV Lahn-Dill	http://tr.wikipedia.org/wiki/RSV_Lahn-Dill	tr	Q322584	True	2
tr-56	68	12	Abdullah Gül	http://tr.wikipedia.org/wiki/Abdullah_G%C3%BCl	tr	Q42852	True	4
tr-56	117	17	Necmettin Erbakan	http://tr.wikipedia.org/wiki/Necmettin_Erbakan	tr	Q243550	True	3
tr-56	209	23	Kayıp Trilyon davasında	http://tr.wikipedia.org/wiki/Kay%C4%B1p_Trilyon_Davas%C4%B1	tr	Q6023617	True	1
tr-57	29	9	Gürcistan	http://tr.wikipedia.org/wiki/G%C3%BCrcistan	tr	Q230	True	5
tr-57	59	9	Rusya'nın	http://tr.wikipedia.org/wiki/Rusya	tr	Q159	True	5
tr-58	44	22	19 Mayıs Stadyumu'ndan	http://tr.wikipedia.org/wiki/19_May%C4%B1s_Stadyumu	tr	Q4595700	True	0
tr-58	67	11	Galatasaray	http://tr.wikipedia.org/wiki/Galatasaray	tr	Q367421	True	2
tr-58	94	9	Hacettepe	http://tr.wikipedia.org/wiki/Hacettepe	tr	Q2484295	False	1
tr-59	28	11	Türkiye'nin	http://tr.wikipedia.org/wiki/T%C3%BCrkiye	tr	Q43	True	5
tr-59	51	11	Hakkari'nin	http://tr.wikipedia.org/wiki/Hakkari	tr	Q206895	True	3
tr-60	34	11	Almanya'nın	http://tr.wikipedia.org/wiki/Almanya	tr	Q183	True	5
tr-60	46	8	Solingen	http://tr.wikipedia.org/wiki/Solingen	tr	Q2942	True	4
tr-61	75	18	Hikmet Sami Türk'e	http://tr.wikipedia.org/wiki/Hikmet_Sami_T%C3%BCrk	tr	Q1618055	True	2
tr-61	181	24	Bilkent Üniversitesi'nde	http://tr.wikipedia.org/wiki/Bilkent_%C3%9Cniversitesi	tr	Q861904	True	3
tr-62	71	10	Maharaştra	http://tr.wikipedia.org/wiki/Mahara%C5%9Ftra	tr	Q1191	True	5
tr-62	415	8	NTVMSNBC	http://tr.wikipedia.org/wiki/NTVMSNBC	tr	Q1043505	False	2
tr-63	63	10	Yemenia'ya	http://tr.wikipedia.org/wiki/Yemenia	tr	Q662091	True	3
tr-63	78	11	Airbus A310	http://tr.wikipedia.org/wiki/Airbus_A310	tr	Q6471	True	4
tr-63	100	19	Hint Okyanusu'ndaki	http://tr.wikipedia.org/wiki/Hint_Okyanusu	tr	Q1239	True	5
tr-63	120	8	Komorlar	http://tr.wikipedia.org/wiki/Komorlar	tr	Q970	True	5
tr-63	528	6	Moroni	http://tr.wikipedia.org/wiki/Moroni	tr	Q3901	True	4
tr-63	646	6	Fransa	http://tr.wikipedia.org/wiki/Fransa	tr	Q142	True	5
tr-64	26	11	Honduras'ta	http://tr.wikipedia.org/wiki/Honduras	tr	Q783	True	5
tr-64	135	16	Manuel Zelaya'yı	http://tr.wikipedia.org/wiki/Manuel_Zelaya	tr	Q191060	True	3
tr-64	201	14	Kosta Rika'dan	http://tr.wikipedia.org/wiki/Kosta_Rika	tr	Q800	True	5
tr-64	360	8	Arjantin	http://tr.wikipedia.org/wiki/Arjantin	tr	Q414	True	5
tr-64	383	17	Cristina Kirchner	http://tr.wikipedia.org/wiki/Cristina_Kirchner	tr	Q40649	True	4
tr-64	402	7	Bolivya	http://tr.wikipedia.org/wiki/Bolivya	tr	Q750	True	5
tr-64	425	11	Evo Morales	http://tr.wikipedia.org/wiki/Evo_Morales	tr	Q42410	True	4
tr-64	440	9	Venezuela	http://tr.wikipedia.org/wiki/Venezuela	tr	Q717	True	5
tr-64	523	27	Amerika Birleşik Devletleri	http://tr.wikipedia.org/wiki/Amerika_Birle%C5%9Fik_Devletleri	tr	Q30	True	5
tr-64	559	15	Barack Obama'da	http://tr.wikipedia.org/wiki/Barack_Obama	tr	Q76	True	5
tr-64	621	10	30 Haziran	http://tr.wikipedia.org/wiki/30_Haziran	tr	Q2657	True	5
tr-64	632	4	2009	http://tr.wikipedia.org/wiki/2009	tr	Q1996	True	0
tr-64	847	8	6 Temmuz	http://tr.wikipedia.org/wiki/6_Temmuz	tr	Q2695	True	5
