docid	title	curid	revid	url	text_md5
en-107059	UN emphasizes importance of women's health in Africa	107059	866829	https://en.wikinews.org/wiki?curid=107059	aae368637d6ba1d34b9ecf218b6ec254
en-107064	Space Shuttle Discovery launches on mission STS-124	107064	4409794	https://en.wikinews.org/wiki?curid=107064	afa3fc78ec4bc239e43f5800f348ef4c
en-107068	FIFA and European Union are set to collide	107068	4389880	https://en.wikinews.org/wiki?curid=107068	a4463d0288fc3faa2fc81ec6bdf9fa58
en-107071	2008 WiMAX Expo Taipei to showcase the solutions of WiMAX	107071	660007	https://en.wikinews.org/wiki?curid=107071	1900a7cb264518f3ab3262af304eb5e7
en-107094	Remains of WWI soldiers found in French mass grave	107094	1233576	https://en.wikinews.org/wiki?curid=107094	72c63aecd682e13e4d890a587f3a2bf4
en-107125	Seventeen arrested after party on London Underground	107125	2461553	https://en.wikinews.org/wiki?curid=107125	a9c5f97f822dea6764517d2d6b5b1fb9
en-107139	Fire in Universal Studios backlot	107139	659975	https://en.wikinews.org/wiki?curid=107139	23c9d7605fd78bf9b32508d79df94e9f
en-107143	Silverjet ceases operations and enters administration	107143	2475229	https://en.wikinews.org/wiki?curid=107143	a8e57345829703b6ac5b9405a07ee759
en-107152	NASA says Phoenix spacecraft may have landed on ice	107152	4411444	https://en.wikinews.org/wiki?curid=107152	afa846247bf08cb68d9d0dfef7711280
en-107157	Obama withdraws from Trinity United Church	107157	1451609	https://en.wikinews.org/wiki?curid=107157	44fa9e63883e528b506652d95e2b133a
en-107158	Helicopter carrying quake survivors crashes in China	107158	3130845	https://en.wikinews.org/wiki?curid=107158	a597c9c886faffcf8f08001c49801b2d
en-107165	Serie A 2008–09: Zambrotta joins AC Milan	107165	4200748	https://en.wikinews.org/wiki?curid=107165	eec02ac6b1d831aa658adccf6e546a5a
en-107167	Zimbabwean police arrest two opposition figures	107167	4366349	https://en.wikinews.org/wiki?curid=107167	347425f146272fb6e6952a2676287a37
en-107174	Democratic Party reaches deal over Florida and Michigan	107174	1341860	https://en.wikinews.org/wiki?curid=107174	87aa64122498518ee720a35048604138
en-107183	Phoenix spacecraft makes first 'impression' on Mars	107183	4453732	https://en.wikinews.org/wiki?curid=107183	6619dabde0807a31aaa054fe6ad5aec4
en-107184	Grammar school floods on Queensland's Sunshine Coast	107184	3579062	https://en.wikinews.org/wiki?curid=107184	199ae124dd1f2605c7eda940fc71eabc
en-107210	Serie A 2008–09: Inter Milan hire Mourinho as new Head Coach	107210	4197091	https://en.wikinews.org/wiki?curid=107210	75c42d90b099728f1ff13e2d4fbf7176
en-107223	US Senator Kennedy has brain tumor surgically removed	107223	1521009	https://en.wikinews.org/wiki?curid=107223	4b01d01c6b075d5965f90c53cdc73390
en-107238	American musician Bo Diddley dies at age 79	107238	2498455	https://en.wikinews.org/wiki?curid=107238	66bfece0b11d047cd3a931435c666c77
en-107249	Buffalo, New York warehouse fire injures 12 firefighters	107249	751587	https://en.wikinews.org/wiki?curid=107249	54e6ed6d1ef8fba73aae331482a1c713
en-107252	NHL: Pittsburgh keeps Stanley Cup hopes alive	107252	2933855	https://en.wikinews.org/wiki?curid=107252	62a26b8bd00c21cef43e8d8de68319f5
en-107256	'Expelled' fair use upheld	107256	1412109	https://en.wikinews.org/wiki?curid=107256	b15965561191ff720ce1654aadc19fa2
en-107278	Barack Obama effectively clinches Democratic nomination	107278	1340963	https://en.wikinews.org/wiki?curid=107278	fc8bc745e054f07f5310e789da3fe43e
en-107282	Human rights group alleges U.S. prison ships	107282	3848574	https://en.wikinews.org/wiki?curid=107282	939ff00e3cdcd4a1309c19db566f7835
en-107296	Hillary Clinton: I am 'open to being' US Vice President	107296	1363549	https://en.wikinews.org/wiki?curid=107296	a1a45236b663f1ca30b3d1c46ca1d7a2
en-107298	US federal agents raid strip club empire in Washington state	107298	2526614	https://en.wikinews.org/wiki?curid=107298	1ac1b2a81c8319f55cb759aebd05695d
en-107313	Denmark blames al-Qaeda for embassy bombing	107313	4362771	https://en.wikinews.org/wiki?curid=107313	ac10c3aaac31d6d882327b0cb77614a4
en-107316	England; Australia set to battle for right to host 2018 Football (Soccer) World Cup while U.S. are considering their options	107316	851819	https://en.wikinews.org/wiki?curid=107316	7146af7f3522acdd589e8d270be1246b
en-107318	"Ovarian baby ""miracle"" birth"	107318	751623	https://en.wikinews.org/wiki?curid=107318	2837537944f9c4b9823c4a873c9381c0
en-107337	Police detain Tsvangirai in Zimbabwe	107337	1515031	https://en.wikinews.org/wiki?curid=107337	d134cf09860a98e999ce82e455a4979e
en-107338	Apache pipeline fire - Varanus Island, Western Australia	107338	1059890	https://en.wikinews.org/wiki?curid=107338	b2e3796670975213b1cf7d4a6543d01c
en-107342	Polish women's volleyball star Agata Mróz dies aged 26	107342	4282876	https://en.wikinews.org/wiki?curid=107342	cb5d6fecef6e6b81c713e3efee8a91ac
en-107347	"Second ""Red Bull Flugtag London"" lands in Hyde Park"	107347	761059	https://en.wikinews.org/wiki?curid=107347	80c0564045d4f82bc5db12bc6c33c3db
en-107354	"2008 COMPUTEX Taipei: Another insight of ""Design"""	107354	851716	https://en.wikinews.org/wiki?curid=107354	a48337607ab39914eaa4093ee6a6fa61
en-107367	Wikinews Shorts: June 4, 2008	107367	1699565	https://en.wikinews.org/wiki?curid=107367	f8b5186aaadb14d9c811e617556867d8
en-107374	Tsvangirai released by Zimbabwean police	107374	4201046	https://en.wikinews.org/wiki?curid=107374	75f87364f7a6ccf8e190f0c5e1bbe5f6
en-107377	Woman robs pawn shop by swallowing stolen goods	107377	758645	https://en.wikinews.org/wiki?curid=107377	73e1d4ef37a8a6381931caa28cddb47d
en-107379	U.S. ISPs to test restricting heavy Internet users	107379	751619	https://en.wikinews.org/wiki?curid=107379	03453a022f81a14354a8c1dfd2a6e7c6
en-107380	NHL: Detroit wins the 2008 Stanley Cup	107380	753594	https://en.wikinews.org/wiki?curid=107380	3c2482a71f7c45b9917913d91cd83d02
en-107389	U.S. teens generally reducing risky behavior says CDC	107389	2611794	https://en.wikinews.org/wiki?curid=107389	bb3f9b874e61ce98fa91feeb3fd1e67e
en-107402	Japan's Supreme Court invalidates distinctions on nationality	107402	1839755	https://en.wikinews.org/wiki?curid=107402	08c9079660df292f93aca300bc8587f9
en-107411	Sunshine Coast Grammar 1st XV win last round, qualify for semi finals	107411	2528060	https://en.wikinews.org/wiki?curid=107411	fb66141f0665d430143d7f9595eed6b5
en-107416	US and UK diplomats detained in Zimbabwe	107416	3150747	https://en.wikinews.org/wiki?curid=107416	d2f6b072cd0984cc6e2bbc4e7a9b440d
en-107433	Wikinews interviews Gene Amondson, Prohibition Party presidential nominee	107433	1417075	https://en.wikinews.org/wiki?curid=107433	dbb5895f73a6795b9962b366bc0a96ee
en-107437	2008 e21FORUM: Intel confronts Microsoft again	107437	771813	https://en.wikinews.org/wiki?curid=107437	5e84f15ba71a735f21d143eca4ee0794
en-107439	TEPCA protests the Taiwanese government on WiMAX in Taiwan	107439	771784	https://en.wikinews.org/wiki?curid=107439	b9d8245c5c2070334a7c85e46da78af6
en-107441	ITRI to challenge the infrastructure of WiMAX on High Speed Rails in Taiwan	107441	771788	https://en.wikinews.org/wiki?curid=107441	4371aea95557a8092b849e3205f8bfda
en-107460	UEFA Euro 2008: Błaszczykowski injury damages Poland's Euro 2008 hopes	107460	3089714	https://en.wikinews.org/wiki?curid=107460	a4c2704e312f64b542333ef7814960b8
en-107462	Tsvangirai campaign rallies banned in Zimbabwe	107462	717403	https://en.wikinews.org/wiki?curid=107462	901b91502186217f218c18f379c80107
en-107473	Wikinews Shorts: June 6, 2008	107473	3130243	https://en.wikinews.org/wiki?curid=107473	2035c7679d7d9798c6039091d8a6a8a8
en-107489	Dow plunges as oil prices break records	107489	1976679	https://en.wikinews.org/wiki?curid=107489	b79cca4e1f06d36bfe5c7a0fefc5ce2c
en-107493	US B-2 bomber crash in Guam caused by moisture on sensors	107493	3129677	https://en.wikinews.org/wiki?curid=107493	bef1bf78f4658c58359842728604bc6e
en-107501	Wikinews interviews manager of site 'Lose The Game'	107501	758708	https://en.wikinews.org/wiki?curid=107501	817fcc57faed2980ea4cbb82fbf7b14d
en-107505	Western Australian economy at crisis point say builders	107505	1059895	https://en.wikinews.org/wiki?curid=107505	0e6c0eac795103c42a9d10e2b68faa60
en-107511	Critics of Robert Mugabe speak at Africa World Economic Forum	107511	1515771	https://en.wikinews.org/wiki?curid=107511	c6b161f56f9eace5a9752fa5785f59d3
en-107536	UK tabloid Daily Star pays libel damages to Ozzy Osbourne	107536	2498391	https://en.wikinews.org/wiki?curid=107536	df96612526fedf97f9daeeb3b6751450
en-107639	Explosion and fire kill three at Indian petrochemical plant	107639	1100218	https://en.wikinews.org/wiki?curid=107639	9c3940cc09ac81721f8ea532aff61121
en-107641	Founder of UK sports car manufacturer TVR dies in Spain	107641	1100257	https://en.wikinews.org/wiki?curid=107641	7391dbf2530ed659aad2582556bfe947
en-107646	Wikinews interviews Finnish 'Rock 'N' Troll' band Kivimetsän Druidi	107646	2498331	https://en.wikinews.org/wiki?curid=107646	229787cdec0076948f672bc48ceaca37
en-107654	NASA's Phoenix spacecraft having trouble analyzing soil samples	107654	1985861	https://en.wikinews.org/wiki?curid=107654	f03d4e7e74e5a660c3b18f8d374e887a
en-107669	2008 DRAMeXchange Compuforum: Global DRAM market to be changed majorly	107669	831482	https://en.wikinews.org/wiki?curid=107669	7d229e006d5ba9b0e03ca85943a46dfc
en-107680	South Africa defeats Wales 43-17 in rugby test match	107680	2542174	https://en.wikinews.org/wiki?curid=107680	9b3fc49e4c0552dc2db7521265e6755c
en-107682	New Zealand defeats Ireland 21-11 in rugby test match	107682	1100370	https://en.wikinews.org/wiki?curid=107682	fbc67c41e90aff3bde63604bffcab5ee
en-107685	Argentina defeats Scotland 21-15 in rugby test match	107685	1100098	https://en.wikinews.org/wiki?curid=107685	81233072e78bb2f17c6ea7da8df21f59
en-107688	Large earthquake shakes Greece	107688	1625424	https://en.wikinews.org/wiki?curid=107688	ae2ae4a4eec98c96f4eb55cf33310215
en-107704	Eight dead and two missing after cargo ship fire in Kaliningrad, Russia	107704	3130474	https://en.wikinews.org/wiki?curid=107704	4bc39c39129736475b5e7154202a20fa
en-107707	Dani Pedrosa wins 2008 Catalan MotoGP	107707	771811	https://en.wikinews.org/wiki?curid=107707	05977257067e04eb11cc0b47a570848b
en-107728	Lightning strikes park in Connecticut killing 1, injuring 4	107728	768696	https://en.wikinews.org/wiki?curid=107728	a74df6ae26166064f5b321244db2d29a
en-107737	Man attacks people, kills 7 in Akihabara, Tokyo	107737	771790	https://en.wikinews.org/wiki?curid=107737	112258b2d2badac7ec60337944200005
en-107766	UK policeman killed while training	107766	3806926	https://en.wikinews.org/wiki?curid=107766	dee6de50dcb3083b2a6181c5b372ba56
en-107769	Long March 3B rocket launches Chinasat-9 satellite	107769	771817	https://en.wikinews.org/wiki?curid=107769	b3f0eb021946cd742e850b72d1cb4f19
en-107774	Seattle homeless advocates arrested for blocking intersection	107774	771821	https://en.wikinews.org/wiki?curid=107774	f8bd9a45e1ce1752544a38361ad08d71
en-107785	Apple launches 3G iPhone	107785	1164178	https://en.wikinews.org/wiki?curid=107785	128dec83de8acd67b3850d25a6d78c6e
en-107786	Israel, Iran engage in war of words	107786	1973819	https://en.wikinews.org/wiki?curid=107786	67250804403e43dc377fb53d085147a4
en-107790	McDonald's pull sliced tomatoes from menu in US	107790	2262034	https://en.wikinews.org/wiki?curid=107790	b0014b4b40a7d2adc0cc9c0ef6129f76
en-107795	CTV acquires rights to 'The Hockey Theme'	107795	771800	https://en.wikinews.org/wiki?curid=107795	dd18d054c6a02c0aa6b7e5229b8d7570
en-107834	US energy department reveals world's fastest computer	107834	1976288	https://en.wikinews.org/wiki?curid=107834	09b6bec71b17cad3d7b5e68cb8e3ee85
en-107889	Delta II rocket launches GLAST observatory	107889	2572188	https://en.wikinews.org/wiki?curid=107889	4d32474ec5e4ea411656f8ef2de59670
en-107897	NASA's Phoenix Lander has an oven full of Martian soil	107897	1985860	https://en.wikinews.org/wiki?curid=107897	3ac1709aa073e826f5256c9a7331a627
en-107903	Residents evacuated after partial building collapse in Buffalo, New York	107903	771831	https://en.wikinews.org/wiki?curid=107903	7bfe1ed2743c4839590fa89740ba28f9
en-107907	Euro 2008: Portugal vs. Czech Republic	107907	4402522	https://en.wikinews.org/wiki?curid=107907	062a23fb713340a6be1a5873a5e33adc
en-107932	Four Boy Scouts killed in Iowa tornado	107932	1049977	https://en.wikinews.org/wiki?curid=107932	20a231e02f07b6d476c924f4a9fa9ceb
en-107941	Romanian fighter jet hit by UFOs	107941	771893	https://en.wikinews.org/wiki?curid=107941	8862cfba2c4c0aa069476b6584ec4cef
en-107959	Kai-fu Lee: Developers will rule the next-generation Internet world	107959	771887	https://en.wikinews.org/wiki?curid=107959	03fb769c93fca6404502b8657111d868
en-107966	Scientists suggest scaring toads to limit population	107966	1986805	https://en.wikinews.org/wiki?curid=107966	94c3474b77c6d5a08872f482e499c46f
en-107982	Floodwaters swamp Cedar Rapids, Iowa	107982	771905	https://en.wikinews.org/wiki?curid=107982	6d1ba8b2d1bd7d0af7de218f1070d67e
en-107988	Euro 2008: Austria vs. Poland	107988	4402504	https://en.wikinews.org/wiki?curid=107988	01d816c83f2f6dbeb294b496ccfe979f
en-107997	Ariane rocket launches Skynet and Turksat spacecraft	107997	1886444	https://en.wikinews.org/wiki?curid=107997	fc27e0c6beb025e99bceef36958354c9
en-107999	Partially collapsed building in Buffalo, New York likely to be demolished	107999	1981813	https://en.wikinews.org/wiki?curid=107999	2cae1149b98de660fd02b66213296f53
en-108019	Security tightened at Singapore courts after two attempts to escape	108019	771911	https://en.wikinews.org/wiki?curid=108019	57f7b7b3bdcb34bf5c7982cd4fe7d398
en-108040	2008 Taste of Taiwan Cuisine: A complex to redefine Taiwan's MICE industry	108040	1885746	https://en.wikinews.org/wiki?curid=108040	96950b653ddfe50e1d50c7e54ca01d5f
en-108057	Report finds LOT Airlines plane was lost over London due to pilot error	108057	1971245	https://en.wikinews.org/wiki?curid=108057	f49747fe992496ac6bbbef07f5c964ab
en-108059	"Tim Russert, NBC News ""Meet the Press"" moderator dies at age 58"	108059	4278644	https://en.wikinews.org/wiki?curid=108059	700a0e43d44c2eca87890e986d8fabca
en-108061	Australian airline to increase airfares	108061	2714978	https://en.wikinews.org/wiki?curid=108061	0e45f556436c441e1e6313887dd60614
en-108065	Surprise demolition of partially collapsed building in Buffalo, New York met with opposition	108065	771930	https://en.wikinews.org/wiki?curid=108065	ca0ccf536c8fc84a6803a4e52ce6a856
en-108069	EBay Australia's PayPal only policy blocked	108069	2714979	https://en.wikinews.org/wiki?curid=108069	1d2a00cf1a41daed758dc6097d768536
en-108082	Flooding closes highways in eastern Iowa, US	108082	771936	https://en.wikinews.org/wiki?curid=108082	1b9b5a8268b69b19b90da2c9e6450c08
en-108087	WiMAX Forum: WiMAX usage anticipated to increase significantly over next four years	108087	771944	https://en.wikinews.org/wiki?curid=108087	8db1a9b6551e32d961558d9c93980b20
en-108097	Foam manufacturer settles for US$25 million over Station nightclub fire	108097	1100251	https://en.wikinews.org/wiki?curid=108097	a42ee521347ac336abd2dc04233a136f
en-108100	Wikinews Shorts: June 15, 2008	108100	2467846	https://en.wikinews.org/wiki?curid=108100	373041eb2f97a6e0d7ba9f18f9397ecb
en-108103	Most complete dinosaur from Britain goes on display	108103	3853449	https://en.wikinews.org/wiki?curid=108103	103633e6c6c27941785de3627841807a
en-108112	Mugabe is 'prepared to fight' if Zimbabwe elects opposition	108112	1517928	https://en.wikinews.org/wiki?curid=108112	9c4a71e017a71d57dc117a55f6dc3ae0
en-108125	Temporary restraining order stops demolition of partially collapsed building in Buffalo, New York	108125	771948	https://en.wikinews.org/wiki?curid=108125	ade66d642f45659b1560b9a295bcb935
en-108134	Australian Government to pressure Asia to reduce fuel subsidies	108134	2714982	https://en.wikinews.org/wiki?curid=108134	e24be68e694aecb5f50ae664f90145b9
en-108135	Hundreds of cyclists take part in 2008 London Naked Bike Ride	108135	771952	https://en.wikinews.org/wiki?curid=108135	f69d9a2c2846f7ba8878b244593baf1d
en-108138	Scores dead, thousands flee as flooding spreads across southern China	108138	3806972	https://en.wikinews.org/wiki?curid=108138	b8dc4e40149c4970e845c4dfb5649882
en-108140	Western Australia gas crisis set to worsen	108140	2714983	https://en.wikinews.org/wiki?curid=108140	2271f13b329acf625eb1fabcd65990ee
en-108142	Jenny Li and Thomas Dold win the 2008 Taipei 101 Run Up	108142	2169134	https://en.wikinews.org/wiki?curid=108142	50c08bb8003045ecc96d667bf7794bba
en-108145	Nepal's royal palace now a public museum	108145	2585002	https://en.wikinews.org/wiki?curid=108145	f7485a65209ae61535be15e845879e7c
en-108161	Residents fear environmental hazard on site of partially collapsed building in Buffalo, New York	108161	3404262	https://en.wikinews.org/wiki?curid=108161	2c1b44d7a81ecaaaa6eed44cde231f0c
en-108177	Australian government considers controlling fuel supplies	108177	1059891	https://en.wikinews.org/wiki?curid=108177	c64c68391badc2faa978da50cf2a66ba
en-108179	Elián González joins Communist youth group, AP says	108179	771962	https://en.wikinews.org/wiki?curid=108179	82b4fc9c611c19889f39f0072a7570d4
en-108186	Harrier jet crashes in Rutland, England, pilot survives	108186	750176	https://en.wikinews.org/wiki?curid=108186	0a3f51ad1950fa33f522b94c8ccedee3
en-108187	Study raises health concerns about shower curtains	108187	739188	https://en.wikinews.org/wiki?curid=108187	866209bd1696a55acb4c1f662e94b80f
en-108195	Al Gore endorses Obama for US President	108195	1363552	https://en.wikinews.org/wiki?curid=108195	416aba096a6025448832561b60f09630
en-108201	US Midwest floods raise concerns about water quality	108201	717896	https://en.wikinews.org/wiki?curid=108201	886343e5c6f9180d94847d9a46f9ffe6
en-108208	West Australian Premier addresses gas crisis in televised broadcast	108208	1059893	https://en.wikinews.org/wiki?curid=108208	26e6a4981a6af89452a2694db07fb767
en-108209	Australian growth forecast reduced to 2.7%	108209	1059892	https://en.wikinews.org/wiki?curid=108209	7fdf9facd2fc8389339087f7cb8dd3c5
en-108210	Scientists say genetic building blocks are from out of this world	108210	1393854	https://en.wikinews.org/wiki?curid=108210	60b3cd6f9f8412ace8e966669458f46c
en-108227	Gov. Bobby Jindal supports creationism as part of ‘the very best science’	108227	1441013	https://en.wikinews.org/wiki?curid=108227	52c1f31ef2ccef92cf1b2753f3459ad2
en-108235	Over 50 dead after Iraq bombing	108235	1985104	https://en.wikinews.org/wiki?curid=108235	afe1b6408a3f5ef89672f2555bd2c974
en-108258	Boston Celtics win 17th NBA championship	108258	771976	https://en.wikinews.org/wiki?curid=108258	01392dcdec069df987d58288572282c1
en-108265	Associated Press goes after bloggers for copyright violation	108265	1411919	https://en.wikinews.org/wiki?curid=108265	a15e7991d35e026c08357bd491e37fd2
en-108270	Blue Coat and AT&T take parts of FOSI for Internet Security	108270	771981	https://en.wikinews.org/wiki?curid=108270	7c15a4f66b390b06fa6a29b251cdb6c1
en-108271	Mozilla sets record for most software downloads in 24 hours	108271	4392314	https://en.wikinews.org/wiki?curid=108271	598668ea5b45cec22abfec37b7909844
en-108294	Government Accountability Office requests rerun of US Air Force tanker bid	108294	1973024	https://en.wikinews.org/wiki?curid=108294	4914f035cf25a90ff4a19cdfc7fa69ea
en-108297	Bush calls for US offshore oil exploration	108297	3133964	https://en.wikinews.org/wiki?curid=108297	cee6712dfa153f78b058ac250267a0ae
en-108311	2008 Taste of Taiwan Cuisine features three shows for food and packaging industries	108311	1985312	https://en.wikinews.org/wiki?curid=108311	8fe8fb4b32fc1c778d51132b7211772c
en-108321	Kosmos-3M rocket launches six Orbcomm satellites	108321	1710961	https://en.wikinews.org/wiki?curid=108321	4f8d55f48fc12202236c217bda10e26b
en-108343	San Francisco's Green Party endorses Cindy Sheehan in bid against Speaker Pelosi	108343	1577161	https://en.wikinews.org/wiki?curid=108343	cad8bef55cd92420294558cda33c93f4
en-108349	Imperial Tobacco to cut over 2000 jobs	108349	676712	https://en.wikinews.org/wiki?curid=108349	ac8d9a68d1c2f4bad5ff6295f7eedb6a
en-108352	Judge orders residents and city to come to agreement on partially collapsed building in Buffalo, New York	108352	4259021	https://en.wikinews.org/wiki?curid=108352	94fdecc318989ee718704b0dab821ebb
en-108356	Water level rising in Chinese rivers, further flooding expected	108356	3807012	https://en.wikinews.org/wiki?curid=108356	bdc888ad6dfcbaf39f6ec562acef48f9
en-108369	NASA: White substance photographed by Phoenix lander on Mars 'must have been ice'	108369	1985869	https://en.wikinews.org/wiki?curid=108369	69600102e54af2bda6e34bd389b8e5d3
en-108374	2008 Google Developer Day makes its inception in Taiwan	108374	676733	https://en.wikinews.org/wiki?curid=108374	5d060999f2980f11aebfb29eaa3492c6
en-108382	Jason-2 satellite launched to measure sea levels	108382	1985689	https://en.wikinews.org/wiki?curid=108382	6d53d9463a9c4ff6da8ca305c12b8239
en-108403	Peacekeeping helicopter crash kills four in Bosnia	108403	1114517	https://en.wikinews.org/wiki?curid=108403	85eb328c3774a917ce68f76aa799435d
en-108409	MDC may pull out of Zimbabwe election	108409	1515028	https://en.wikinews.org/wiki?curid=108409	c0e64de164c69b0338bd4c24582affa4
en-108415	48th International Children's Festival in Šibenik - 2008	108415	676763	https://en.wikinews.org/wiki?curid=108415	60a2a0053ac6bc79f0d17beafefe33a3
en-108421	Technology giants battle for USB 3.0 standards	108421	771983	https://en.wikinews.org/wiki?curid=108421	4ed9c679237abb9c1ba238250d055e40
en-108422	'Pregnancy pact' grabs international attention for small Massachusetts town	108422	676758	https://en.wikinews.org/wiki?curid=108422	c89e6adcee5c2532411879a11eb5660a
en-108430	National Hockey League news: June 21, 2008	108430	676768	https://en.wikinews.org/wiki?curid=108430	47867610c079d07995e5bbb0ec2d4fb2
en-108435	Sudan Airways grounded	108435	1100499	https://en.wikinews.org/wiki?curid=108435	7df41ed6e34a3c0987856f277989c506
en-108446	Poison sue Capitol Records and EMI Music Marketing over royalties	108446	2497126	https://en.wikinews.org/wiki?curid=108446	5ae815289507991d8eca14ad057a7d34
en-108452	Euro 2008: Netherlands vs. Russia	108452	4402529	https://en.wikinews.org/wiki?curid=108452	b7f7c427c9eda1bc1eebe52ef6265ad1
en-108473	MDC pulls out of Zimbabwe elections	108473	1515025	https://en.wikinews.org/wiki?curid=108473	543c3350801eb309331d365ae859ac5c
en-108480	Premier League 2008–09: Blackburn Rovers F.C. hire Ince	108480	851911	https://en.wikinews.org/wiki?curid=108480	8618adeaa877cc3e3813f933c221a8d1
en-108485	Phoenix lander confirms presence of water ice on Mars	108485	1986546	https://en.wikinews.org/wiki?curid=108485	40c82c5fd0de2cd866d50b712af9c3ef
en-108492	15 confirmed dead after Iraq bombing	108492	1985105	https://en.wikinews.org/wiki?curid=108492	54bddb5d65bf77e11dbd7a87337081d5
